pokemon_identifier,language_identifier,name
arceus-bug-type,zh-simp,阿尔宙斯的样子
arceus-bug-type,zh-trad,阿爾宙斯的樣子
arceus-ghost-type,jp-kana,アルセウスのすがた
arceus-ghost-type,jp-kanji,アルセウスのすがた
arceus-ghost-type,en,Arceus
arceus-ghost-type,fr,Forme d’Arceus
arceus-ghost-type,it,Forma di Arceus
arceus-ghost-type,de,Arceus
arceus-ghost-type,es,Forma de Arceus
arceus-ghost-type,ko,아르세우스의 모습
arceus-ghost-type,zh-simp,阿尔宙斯的样子
arceus-ghost-type,zh-trad,阿爾宙斯的樣子
arceus-steel-type,jp-kana,アルセウスのすがた
arceus-steel-type,jp-kanji,アルセウスのすがた
arceus-steel-type,en,Arceus
arceus-steel-type,fr,Forme d’Arceus
arceus-steel-type,it,Forma di Arceus
arceus-steel-type,de,Arceus
arceus-steel-type,es,Forma de Arceus
arceus-steel-type,ko,아르세우스의 모습
arceus-steel-type,zh-simp,阿尔宙斯的样子
arceus-steel-type,zh-trad,阿爾宙斯的樣子
arceus-fire-type,jp-kana,アルセウスのすがた
arceus-fire-type,jp-kanji,アルセウスのすがた
arceus-fire-type,en,Arceus
arceus-fire-type,fr,Forme d’Arceus
arceus-fire-type,it,Forma di Arceus
arceus-fire-type,de,Arceus
arceus-fire-type,es,Forma de Arceus
arceus-fire-type,ko,아르세우스의 모습
arceus-fire-type,zh-simp,阿尔宙斯的样子
arceus-fire-type,zh-trad,阿爾宙斯的樣子
arceus-water-type,jp-kana,アルセウスのすがた
arceus-water-type,jp-kanji,アルセウスのすがた
arceus-water-type,en,Arceus
arceus-water-type,fr,Forme d’Arceus
arceus-water-type,it,Forma di Arceus
arceus-water-type,de,Arceus
arceus-water-type,es,Forma de Arceus
arceus-water-type,ko,아르세우스의 모습
arceus-water-type,zh-simp,阿尔宙斯的样子
arceus-water-type,zh-trad,阿爾宙斯的樣子
arceus-grass-type,jp-kana,アルセウスのすがた
arceus-grass-type,jp-kanji,アルセウスのすがた
arceus-grass-type,en,Arceus
arceus-grass-type,fr,Forme d’Arceus
arceus-grass-type,it,Forma di Arceus
arceus-grass-type,de,Arceus
arceus-grass-type,es,Forma de Arceus
arceus-grass-type,ko,아르세우스의 모습
arceus-grass-type,zh-simp,阿尔宙斯的样子
arceus-grass-type,zh-trad,阿爾宙斯的樣子
arceus-electric-type,jp-kana,アルセウスのすがた
arceus-electric-type,jp-kanji,アルセウスのすがた
arceus-electric-type,en,Arceus
arceus-electric-type,fr,Forme d’Arceus
arceus-electric-type,it,Forma di Arceus
arceus-electric-type,de,Arceus
arceus-electric-type,es,Forma de Arceus
arceus-electric-type,ko,아르세우스의 모습
arceus-electric-type,zh-simp,阿尔宙斯的样子
arceus-electric-type,zh-trad,阿爾宙斯的樣子
arceus-psychic-type,jp-kana,アルセウスのすがた
arceus-psychic-type,jp-kanji,アルセウスのすがた
arceus-psychic-type,en,Arceus
arceus-psychic-type,fr,Forme d’Arceus
arceus-psychic-type,it,Forma di Arceus
arceus-psychic-type,de,Arceus
arceus-psychic-type,es,Forma de Arceus
arceus-psychic-type,ko,아르세우스의 모습
arceus-psychic-type,zh-simp,阿尔宙斯的样子
arceus-psychic-type,zh-trad,阿爾宙斯的樣子
arceus-ice-type,jp-kana,アルセウスのすがた
arceus-ice-type,jp-kanji,アルセウスのすがた
arceus-ice-type,en,Arceus
arceus-ice-type,fr,Forme d’Arceus
arceus-ice-type,it,Forma di Arceus
arceus-ice-type,de,Arceus
arceus-ice-type,es,Forma de Arceus
arceus-ice-type,ko,아르세우스의 모습
arceus-ice-type,zh-simp,阿尔宙斯的样子
arceus-ice-type,zh-trad,阿爾宙斯的樣子
arceus-dragon-type,jp-kana,アルセウスのすがた
arceus-dragon-type,jp-kanji,アルセウスのすがた
arceus-dragon-type,en,Arceus
arceus-dragon-type,fr,Forme d’Arceus
arceus-dragon-type,it,Forma di Arceus
arceus-dragon-type,de,Arceus
arceus-dragon-type,es,Forma de Arceus
arceus-dragon-type,ko,아르세우스의 모습
arceus-dragon-type,zh-simp,阿尔宙斯的样子
arceus-dragon-type,zh-trad,阿爾宙斯的樣子
arceus-dark-type,jp-kana,アルセウスのすがた
arceus-dark-type,jp-kanji,アルセウスのすがた
arceus-dark-type,en,Arceus
arceus-dark-type,fr,Forme d’Arceus
arceus-dark-type,it,Forma di Arceus
arceus-dark-type,de,Arceus
arceus-dark-type,es,Forma de Arceus
arceus-dark-type,ko,아르세우스의 모습
arceus-dark-type,zh-simp,阿尔宙斯的样子
arceus-dark-type,zh-trad,阿爾宙斯的樣子
arceus-fairy-type,jp-kana,アルセウスのすがた
arceus-fairy-type,jp-kanji,アルセウスのすがた
arceus-fairy-type,en,Arceus
arceus-fairy-type,fr,Forme d’Arceus
arceus-fairy-type,it,Forma di Arceus
arceus-fairy-type,de,Arceus
arceus-fairy-type,es,Forma de Arceus
arceus-fairy-type,ko,아르세우스의 모습
arceus-fairy-type,zh-simp,阿尔宙斯的样子
arceus-fairy-type,zh-trad,阿爾宙斯的樣子
samurott-hisuian-form,jp-kana,ヒスイのすがた
samurott-hisuian-form,jp-kanji,ヒスイのすがた
samurott-hisuian-form,en,Hisuian Form
samurott-hisuian-form,fr,Forme de Hisui
samurott-hisuian-form,it,Forma di Hisui
samurott-hisuian-form,de,Hisui-Form
samurott-hisuian-form,es,Forma de Hisui
samurott-hisuian-form,ko,히스이의 모습
samurott-hisuian-form,zh-simp,洗翠的样子
samurott-hisuian-form,zh-trad,洗翠的樣子
audino-mega,jp-kana,メガタブンネ
audino-mega,jp-kanji,メガタブンネ
audino-mega,en,Mega Audino
audino-mega,fr,Méga-Nanméouïe
audino-mega,it,MegaAudino
audino-mega,de,Mega-Ohrdoch
audino-mega,es,Mega-Audino
audino-mega,ko,메가다부니
audino-mega,zh-simp,超级差不多娃娃
audino-mega,zh-trad,超級差不多娃娃
lilligant-hisuian-form,jp-kana,ヒスイのすがた
lilligant-hisuian-form,jp-kanji,ヒスイのすがた
lilligant-hisuian-form,en,Hisuian Form
lilligant-hisuian-form,fr,Forme de Hisui
lilligant-hisuian-form,it,Forma di Hisui
lilligant-hisuian-form,de,Hisui-Form
lilligant-hisuian-form,es,Forma de Hisui
lilligant-hisuian-form,ko,히스이의 모습
lilligant-hisuian-form,zh-simp,洗翠的样子
lilligant-hisuian-form,zh-trad,洗翠的樣子
lilligant-lady-form,jp-kanji,クイーンのすがた
lilligant-lady-form,en,Lady Form
lilligant-lady-form,fr,Forme de Reine
lilligant-lady-form,it,Forma Regina
lilligant-lady-form,de,Königinnenform
lilligant-lady-form,es,Forma de Señora
lilligant-lady-form,ko,여왕의 모습
lilligant-lady-form,zh-simp,女王的样子
lilligant-lady-form,zh-trad,女王的樣子
basculin-red-striped-form,jp-kana,あかすじのすがた
basculin-red-striped-form,jp-kanji,あかすじのすがた
basculin-red-striped-form,en,Red-Striped Form
basculin-red-striped-form,fr,Motif Rouge
basculin-red-striped-form,it,Forma Linearossa
basculin-red-striped-form,de,Rotlinige Form
basculin-red-striped-form,es,Forma Raya Roja
basculin-red-striped-form,ko,적색근의 모습
basculin-red-striped-form,zh-simp,红条纹的样子
basculin-red-striped-form,zh-trad,紅條紋的樣子
basculin-blue-striped-form,jp-kana,あおすじのすがた
basculin-blue-striped-form,jp-kanji,あおすじのすがた
basculin-blue-striped-form,en,Blue-Striped Form
basculin-blue-striped-form,fr,Motif Bleu
basculin-blue-striped-form,it,Forma Lineablu
basculin-blue-striped-form,de,Blaulinige Form
basculin-blue-striped-form,es,Forma Raya Azul
basculin-blue-striped-form,ko,청색근의 모습
basculin-blue-striped-form,zh-simp,蓝条纹的样子
basculin-blue-striped-form,zh-trad,藍條紋的樣子
basculin-white-striped-form,jp-kana,しろすじのすがた
basculin-white-striped-form,jp-kanji,しろすじのすがた
basculin-white-striped-form,en,White-Striped Form
basculin-white-striped-form,fr,Motif Blanc
basculin-white-striped-form,it,Forma Lineabianca
basculin-white-striped-form,de,Weißlinige Form
basculin-white-striped-form,es,Forma Raya Blanca
basculin-white-striped-form,ko,백색근의 모습
basculin-white-striped-form,zh-simp,白条纹的样子
basculin-white-striped-form,zh-trad,白條紋的樣子
darumaka-galarian-form,jp-kana,ガラルのすがた
darumaka-galarian-form,jp-kanji,ガラルのすがた
darumaka-galarian-form,en,Galarian Form
darumaka-galarian-form,fr,Forme de Galar
darumaka-galarian-form,it,Forma di Galar
darumaka-galarian-form,de,Galar-Form
darumaka-galarian-form,es,Forma de Galar
darumaka-galarian-form,ko,가라르의 모습
darumaka-galarian-form,zh-simp,伽勒尔的样子
darumaka-galarian-form,zh-trad,伽勒爾的樣子
darmanitan-standard-mode,jp-kana,ノーマルモード
darmanitan-standard-mode,jp-kanji,ノーマルモード
darmanitan-standard-mode,en,Standard Mode
darmanitan-standard-mode,fr,Mode Normal
darmanitan-standard-mode,it,Stato Normale
darmanitan-standard-mode,de,Normalmodus
darmanitan-standard-mode,es,Modo Normal
darmanitan-standard-mode,ko,노말모드
darmanitan-standard-mode,zh-simp,普通模式
darmanitan-standard-mode,zh-trad,普通模式
darmanitan-zen-mode,jp-kana,ダルマモード
darmanitan-zen-mode,jp-kanji,ダルマモード
darmanitan-zen-mode,en,Zen Mode
darmanitan-zen-mode,fr,Mode Transe
darmanitan-zen-mode,it,Stato Zen
darmanitan-zen-mode,de,Trance-Modus
darmanitan-zen-mode,es,Modo Daruma
darmanitan-zen-mode,ko,달마모드
darmanitan-zen-mode,zh-simp,达摩模式
darmanitan-zen-mode,zh-trad,達摩模式
darmanitan-galarian-form-standard-mode,jp-kana,ガラルのすがた
darmanitan-galarian-form-standard-mode,jp-kanji,ガラルのすがた
darmanitan-galarian-form-standard-mode,en,Galarian Form
darmanitan-galarian-form-standard-mode,fr,Forme de Galar
darmanitan-galarian-form-standard-mode,it,Forma di Galar
darmanitan-galarian-form-standard-mode,de,Galar-Form
darmanitan-galarian-form-standard-mode,es,Forma de Galar
darmanitan-galarian-form-standard-mode,ko,가라르의 모습
darmanitan-galarian-form-standard-mode,zh-simp,伽勒尔的样子
darmanitan-galarian-form-standard-mode,zh-trad,伽勒爾的樣子
darmanitan-galarian-form-zen-mode,jp-kana,ダルマモード
darmanitan-galarian-form-zen-mode,jp-kanji,ダルマモード
darmanitan-galarian-form-zen-mode,en,Zen Mode
darmanitan-galarian-form-zen-mode,fr,Mode Transe
darmanitan-galarian-form-zen-mode,it,Stato Zen
darmanitan-galarian-form-zen-mode,de,Trance-Modus
darmanitan-galarian-form-zen-mode,es,Modo Daruma
darmanitan-galarian-form-zen-mode,ko,달마모드
darmanitan-galarian-form-zen-mode,zh-simp,达摩模式
darmanitan-galarian-form-zen-mode,zh-trad,達摩模式
yamask-galarian-form,jp-kana,ガラルのすがた
yamask-galarian-form,jp-kanji,ガラルのすがた
yamask-galarian-form,en,Galarian Form
yamask-galarian-form,fr,Forme de Galar
yamask-galarian-form,it,Forma di Galar
yamask-galarian-form,de,Galar-Form
yamask-galarian-form,es,Forma de Galar
yamask-galarian-form,ko,가라르의 모습
yamask-galarian-form,zh-simp,伽勒尔的样子
yamask-galarian-form,zh-trad,伽勒爾的樣子
garbodor-gigantamax,jp-kana,キョダイマックス
garbodor-gigantamax,jp-kanji,キョダイマックス
garbodor-gigantamax,en,Gigantamax
garbodor-gigantamax,fr,Gigamax
garbodor-gigantamax,it,Gigamax
garbodor-gigantamax,de,Gigadynamax
garbodor-gigantamax,es,Gigamax
garbodor-gigantamax,ko,거다이맥스
garbodor-gigantamax,zh-simp,超极巨化
garbodor-gigantamax,zh-trad,超極巨化
zorua-hisuian-form,jp-kana,ヒスイのすがた
zorua-hisuian-form,jp-kanji,ヒスイのすがた
zorua-hisuian-form,en,Hisuian Form
zorua-hisuian-form,fr,Forme de Hisui
zorua-hisuian-form,it,Forma di Hisui
zorua-hisuian-form,de,Hisui-Form
zorua-hisuian-form,es,Forma de Hisui
zorua-hisuian-form,ko,히스이의 모습
zorua-hisuian-form,zh-simp,洗翠的样子
zorua-hisuian-form,zh-trad,洗翠的樣子
zoroark-hisuian-form,jp-kana,ヒスイのすがた
zoroark-hisuian-form,jp-kanji,ヒスイのすがた
zoroark-hisuian-form,en,Hisuian Form
zoroark-hisuian-form,fr,Forme de Hisui
zoroark-hisuian-form,it,Forma di Hisui
zoroark-hisuian-form,de,Hisui-Form
zoroark-hisuian-form,es,Forma de Hisui
zoroark-hisuian-form,ko,히스이의 모습
zoroark-hisuian-form,zh-simp,洗翠的样子
zoroark-hisuian-form,zh-trad,洗翠的樣子
deerling-spring-form,jp-kana,はるのすがた
deerling-spring-form,jp-kanji,はるのすがた
deerling-spring-form,en,Spring Form
deerling-spring-form,fr,Forme Printemps
deerling-spring-form,it,Forma Primavera
deerling-spring-form,de,Frühlingsform
deerling-spring-form,es,Forma Primavera
deerling-spring-form,ko,봄의 모습
deerling-spring-form,zh-simp,春天的样子
deerling-spring-form,zh-trad,春天的樣子
deerling-summer-form,jp-kana,なつのすがた
deerling-summer-form,jp-kanji,なつのすがた
deerling-summer-form,en,Summer Form
deerling-summer-form,fr,Forme Été
deerling-summer-form,it,Forma Estate
deerling-summer-form,de,Sommerform
deerling-summer-form,es,Forma Verano
deerling-summer-form,ko,여름의 모습
deerling-summer-form,zh-simp,夏天的样子
deerling-summer-form,zh-trad,夏天的樣子
deerling-autumn-form,jp-kana,あきのすがた
deerling-autumn-form,jp-kanji,あきのすがた
deerling-autumn-form,en,Autumn Form
deerling-autumn-form,fr,Forme Automne
deerling-autumn-form,it,Forma Autunno
deerling-autumn-form,de,Herbstform
deerling-autumn-form,es,Forma Otoño
deerling-autumn-form,ko,가을의 모습
deerling-autumn-form,zh-simp,秋天的样子
deerling-autumn-form,zh-trad,秋天的樣子
deerling-winter-form,jp-kana,ふゆのすがた
deerling-winter-form,jp-kanji,ふゆのすがた
deerling-winter-form,en,Winter Form
deerling-winter-form,fr,Forme Hiver
deerling-winter-form,it,Forma Inverno
deerling-winter-form,de,Winterform
deerling-winter-form,es,Forma Invierno
deerling-winter-form,ko,겨울의 모습
deerling-winter-form,zh-simp,冬天的样子
deerling-winter-form,zh-trad,冬天的樣子
sawsbuck-spring-form,jp-kana,はるのすがた
sawsbuck-spring-form,jp-kanji,はるのすがた
sawsbuck-spring-form,en,Spring Form
sawsbuck-spring-form,fr,Forme Printemps
sawsbuck-spring-form,it,Forma Primavera
sawsbuck-spring-form,de,Frühlingsform
sawsbuck-spring-form,es,Forma Primavera
sawsbuck-spring-form,ko,봄의 모습
sawsbuck-spring-form,zh-simp,春天的样子
sawsbuck-spring-form,zh-trad,春天的樣子
sawsbuck-summer-form,jp-kana,なつのすがた
sawsbuck-summer-form,jp-kanji,なつのすがた
sawsbuck-summer-form,en,Summer Form
sawsbuck-summer-form,fr,Forme Été
sawsbuck-summer-form,it,Forma Estate
sawsbuck-summer-form,de,Sommerform
sawsbuck-summer-form,es,Forma Verano
sawsbuck-summer-form,ko,여름의 모습
sawsbuck-summer-form,zh-simp,夏天的样子
sawsbuck-summer-form,zh-trad,夏天的樣子
sawsbuck-autumn-form,jp-kana,あきのすがた
sawsbuck-autumn-form,jp-kanji,あきのすがた
sawsbuck-autumn-form,en,Autumn Form
sawsbuck-autumn-form,fr,Forme Automne
sawsbuck-autumn-form,it,Forma Autunno
sawsbuck-autumn-form,de,Herbstform
sawsbuck-autumn-form,es,Forma Otoño
sawsbuck-autumn-form,ko,가을의 모습
sawsbuck-autumn-form,zh-simp,秋天的样子
sawsbuck-autumn-form,zh-trad,秋天的樣子
sawsbuck-winter-form,jp-kana,ふゆのすがた
sawsbuck-winter-form,jp-kanji,ふゆのすがた
sawsbuck-winter-form,en,Winter Form
sawsbuck-winter-form,fr,Forme Hiver
sawsbuck-winter-form,it,Forma Inverno
sawsbuck-winter-form,de,Winterform
sawsbuck-winter-form,es,Forma Invierno
sawsbuck-winter-form,ko,겨울의 모습
sawsbuck-winter-form,zh-simp,冬天的样子
sawsbuck-winter-form,zh-trad,冬天的樣子
stunfisk-galarian-form,jp-kana,ガラルのすがた
stunfisk-galarian-form,jp-kanji,ガラルのすがた
stunfisk-galarian-form,en,Galarian Form
stunfisk-galarian-form,fr,Forme de Galar
stunfisk-galarian-form,it,Forma di Galar
stunfisk-galarian-form,de,Galar-Form
stunfisk-galarian-form,es,Forma de Galar
stunfisk-galarian-form,ko,가라르의 모습
stunfisk-galarian-form,zh-simp,伽勒尔的样子
stunfisk-galarian-form,zh-trad,伽勒爾的樣子
braviary-hisuian-form,jp-kana,ヒスイのすがた
braviary-hisuian-form,jp-kanji,ヒスイのすがた
braviary-hisuian-form,en,Hisuian Form
braviary-hisuian-form,fr,Forme de Hisui
braviary-hisuian-form,it,Forma di Hisui
braviary-hisuian-form,de,Hisui-Form
braviary-hisuian-form,es,Forma de Hisui
braviary-hisuian-form,ko,히스이의 모습
braviary-hisuian-form,zh-simp,洗翠的样子
braviary-hisuian-form,zh-trad,洗翠的樣子
tornadus-incarnate-forme,jp-kana,けしんフォルム
tornadus-incarnate-forme,jp-kanji,けしんフォルム
tornadus-incarnate-forme,en,Incarnate Forme
tornadus-incarnate-forme,fr,Forme Avatar
tornadus-incarnate-forme,it,Forma Incarnazione
tornadus-incarnate-forme,de,Inkarnationsform
tornadus-incarnate-forme,es,Forma Avatar
tornadus-incarnate-forme,ko,화신폼
tornadus-incarnate-forme,zh-simp,化身形态
tornadus-incarnate-forme,zh-trad,化身形態
tornadus-therian-forme,jp-kana,れいじゅうフォルム
tornadus-therian-forme,jp-kanji,れいじゅうフォルム
tornadus-therian-forme,en,Therian Forme
tornadus-therian-forme,fr,Forme Totémique
tornadus-therian-forme,it,Forma Totem
tornadus-therian-forme,de,Tiergeistform
tornadus-therian-forme,es,Forma Tótem
tornadus-therian-forme,ko,영물폼
tornadus-therian-forme,zh-simp,灵兽形态
tornadus-therian-forme,zh-trad,靈獸形態
thundurus-incarnate-forme,jp-kana,けしんフォルム
thundurus-incarnate-forme,jp-kanji,けしんフォルム
thundurus-incarnate-forme,en,Incarnate Forme
thundurus-incarnate-forme,fr,Forme Avatar
thundurus-incarnate-forme,it,Forma Incarnazione
thundurus-incarnate-forme,de,Inkarnationsform
thundurus-incarnate-forme,es,Forma Avatar
thundurus-incarnate-forme,ko,화신폼
thundurus-incarnate-forme,zh-simp,化身形态
thundurus-incarnate-forme,zh-trad,化身形態
thundurus-therian-forme,jp-kana,れいじゅうフォルム
thundurus-therian-forme,jp-kanji,れいじゅうフォルム
thundurus-therian-forme,en,Therian Forme
thundurus-therian-forme,fr,Forme Totémique
thundurus-therian-forme,it,Forma Totem
thundurus-therian-forme,de,Tiergeistform
thundurus-therian-forme,es,Forma Tótem
thundurus-therian-forme,ko,영물폼
thundurus-therian-forme,zh-simp,灵兽形态
thundurus-therian-forme,zh-trad,靈獸形態
landorus-incarnate-forme,jp-kana,けしんフォルム
landorus-incarnate-forme,jp-kanji,けしんフォルム
landorus-incarnate-forme,en,Incarnate Forme
landorus-incarnate-forme,fr,Forme Avatar
landorus-incarnate-forme,it,Forma Incarnazione
landorus-incarnate-forme,de,Inkarnationsform
landorus-incarnate-forme,es,Forma Avatar
landorus-incarnate-forme,ko,화신폼
landorus-incarnate-forme,zh-simp,化身形态
landorus-incarnate-forme,zh-trad,化身形態
landorus-therian-forme,jp-kana,れいじゅうフォルム
landorus-therian-forme,jp-kanji,れいじゅうフォルム
landorus-therian-forme,en,Therian Forme
landorus-therian-forme,fr,Forme Totémique
landorus-therian-forme,it,Forma Totem
landorus-therian-forme,de,Tiergeistform
landorus-therian-forme,es,Forma Tótem
landorus-therian-forme,ko,영물폼
landorus-therian-forme,zh-simp,灵兽形态
landorus-therian-forme,zh-trad,靈獸形態
kyurem,jp-kana,キュレムのすがた
kyurem,jp-kanji,キュレムのすがた
kyurem,en,Kyurem
kyurem,fr,Forme de Kyurem
kyurem,it,Forma di Kyurem
kyurem,de,Kyurem
kyurem,es,Forma de Kyurem
kyurem,ko,큐레무의 모습
kyurem,zh-simp,酋雷姆的样子
kyurem,zh-trad,酋雷姆的樣子
kyurem-white,jp-kana,ホワイトキュレム
kyurem-white,jp-kanji,ホワイトキュレム
kyurem-white,en,White Kyurem
kyurem-white,fr,Kyurem Blanc
kyurem-white,it,Kyurem Bianco
kyurem-white,de,Weißes Kyurem
kyurem-white,es,Kyurem Blanco
kyurem-white,ko,화이트큐레무
kyurem-white,zh-simp,焰白酋雷姆
kyurem-white,zh-trad,焰白酋雷姆
kyurem-black,jp-kana,ブラックキュレム
kyurem-black,jp-kanji,ブラックキュレム
kyurem-black,en,Black Kyurem
kyurem-black,fr,Kyurem Noir
kyurem-black,it,Kyurem Nero
kyurem-black,de,Schwarzes Kyurem
kyurem-black,es,Kyurem Negro
kyurem-black,ko,블랙큐레무
kyurem-black,zh-simp,暗黑酋雷姆
kyurem-black,zh-trad,闇黑酋雷姆
keldeo-ordinary-form,jp-kana,いつものすがた
keldeo-ordinary-form,jp-kanji,いつものすがた
