game_group_identifier,pokemon_identifier,slot_identifier,item_identifier
ss,cloyster,common,pearl
ss,cloyster,rare,big-pearl
ss,exeggcute,rare,psychic-seed
ss,cubone,rare,thick-club
ss,marowak,rare,thick-club
ss,marowak-alolan-form,rare,thick-club
ss,lickitung,rare,lagging-tail
ss,koffing,rare,smoke-ball
ss,weezing,rare,smoke-ball
ss,weezing-galarian-form,rare,misty-seed
ss,horsea,rare,dragon-scale
ss,seadra,rare,dragon-scale
ss,goldeen,rare,mystic-water
ss,seaking,rare,mystic-water
ss,staryu,common,stardust
ss,staryu,rare,star-piece
ss,starmie,common,stardust
ss,starmie,rare,star-piece
ss,electabuzz,rare,electirizer
ss,magmar,rare,magmarizer
ss,lapras,common,mystic-water
ss,lapras,rare,mystic-water
ss,ditto,common,quick-powder
ss,ditto,rare,metal-powder
ss,snorlax,common,leftovers
ss,snorlax,rare,leftovers
ss,dratini,rare,dragon-scale
ss,dragonair,rare,dragon-scale
ss,dragonite,rare,dragon-scale
ss,mew,common,lum-berry
ss,mew,rare,lum-berry
ss,cleffa,rare,moon-stone
ss,bellossom,rare,absorb-bulb
ss,politoed,rare,kings-rock
ss,slowking,rare,kings-rock
ss,steelix,rare,metal-coat
ss,qwilfish,rare,poison-barb
ss,shuckle,common,berry-juice
ss,shuckle,rare,berry-juice
ss,sneasel,rare,quick-claw
ss,corsola,rare,luminous-moss
ss,skarmory,rare,metal-coat
ss,kingdra,rare,dragon-scale
ss,elekid,rare,electirizer
ss,magby,rare,magmarizer
ss,miltank,common,moomoo-milk
ss,miltank,rare,moomoo-milk
ss,blissey,rare,lucky-egg
ss,celebi,common,lum-berry
ss,celebi,rare,lum-berry
ss,zigzagoon,common,potion
ss,zigzagoon,rare,revive
ss,linoone,common,potion
ss,linoone,rare,max-revive
ss,lotad,rare,mental-herb
ss,lombre,rare,mental-herb
ss,ludicolo,rare,mental-herb
ss,seedot,rare,power-herb
ss,nuzleaf,rare,power-herb
ss,shiftry,rare,power-herb
ss,wingull,common,pretty-feather
ss,pelipper,common,pretty-feather
ss,nincada,rare,soft-sand
ss,sableye,rare,wide-lens
ss,mawile,rare,iron-ball
ss,aron,rare,hard-stone
ss,lairon,rare,hard-stone
ss,aggron,rare,hard-stone
ss,roselia,rare,poison-barb
ss,torkoal,rare,charcoal
ss,trapinch,rare,soft-sand
ss,lunatone,common,stardust
ss,lunatone,rare,moon-stone
ss,solrock,common,stardust
ss,solrock,rare,sun-stone
ss,baltoy,rare,light-clay
ss,claydol,rare,light-clay
ss,lileep,rare,big-root
ss,cradily,rare,big-root
ss,duskull,rare,spell-tag
ss,dusclops,rare,spell-tag
ss,snorunt,rare,snowball
ss,bagon,rare,dragon-fang
ss,shelgon,rare,dragon-fang
ss,salamence,rare,dragon-fang
ss,beldum,rare,metal-coat
ss,metang,rare,metal-coat
ss,metagross,rare,metal-coat
ss,jirachi,common,star-piece
ss,jirachi,rare,star-piece
ss,budew,rare,poison-barb
ss,roserade,rare,poison-barb
ss,combee,rare,honey
ss,vespiquen,rare,poison-barb
ss,cherubi,rare,miracle-seed
ss,cherrim-overcast-form,rare,miracle-seed
ss,cherrim-sunshine-form,rare,miracle-seed
ss,bronzor,rare,metal-coat
ss,bronzong,rare,metal-coat
ss,happiny,common,oval-stone
ss,munchlax,common,leftovers
ss,munchlax,rare,leftovers
ss,skorupi,rare,poison-barb
ss,drapion,rare,poison-barb
ss,croagunk,rare,black-sludge
ss,toxicroak,rare,black-sludge
ss,snover,rare,never-melt-ice
ss,abomasnow,rare,never-melt-ice
ss,weavile,rare,quick-claw
ss,magnezone,rare,metal-coat
ss,lickilicky,rare,lagging-tail
ss,electivire,rare,electirizer
ss,magmortar,rare,magmarizer
ss,dusknoir,rare,spell-tag
ss,roggenrola,common,everstone
ss,roggenrola,rare,hard-stone
ss,boldore,common,everstone
ss,boldore,rare,hard-stone
ss,gigalith,common,everstone
ss,gigalith,rare,hard-stone
ss,audino,common,oran-berry
ss,audino,rare,sitrus-berry
ss,throh,rare,black-belt
ss,sawk,rare,black-belt
ss,venipede,rare,poison-barb
ss,whirlipede,rare,poison-barb
ss,scolipede,rare,poison-barb
ss,cottonee,rare,absorb-bulb
ss,whimsicott,rare,absorb-bulb
ss,petilil,rare,absorb-bulb
ss,lilligant,rare,absorb-bulb
ss,sandile,rare,black-glasses
ss,krokorok,rare,black-glasses
ss,krookodile,common,black-glasses
ss,maractus,rare,miracle-seed
ss,dwebble,rare,hard-stone
ss,crustle,rare,hard-stone
ss,scraggy,rare,shed-shell
ss,scrafty,rare,shed-shell
ss,yamask,rare,spell-tag
ss,cofagrigus,rare,spell-tag
ss,trubbish,rare,silk-scarf
ss,garbodor,common,silk-scarf
ss,garbodor,rare,black-sludge
ss,vanillite,rare,never-melt-ice
ss,vanillish,rare,never-melt-ice
ss,vanilluxe,common,never-melt-ice
ss,foongus,common,tiny-mushroom
ss,foongus,rare,big-mushroom
ss,amoonguss,common,tiny-mushroom
ss,amoonguss,rare,big-mushroom
ss,ferroseed,rare,sticky-barb
ss,ferrothorn,rare,sticky-barb
ss,cryogonal,rare,never-melt-ice
ss,stunfisk,rare,soft-sand
ss,druddigon,rare,dragon-fang
ss,golett,rare,light-clay
ss,golurk,rare,light-clay
ss,volcarona,common,silver-powder
ss,volcarona,rare,silver-powder
ss,pancham,rare,mental-herb
ss,pangoro,rare,mental-herb
ss,hawlucha,rare,kings-rock
ss,goomy,rare,shed-shell
ss,sliggoo,rare,shed-shell
ss,pumpkaboo-super-size,common,miracle-seed
ss,pumpkaboo-super-size,rare,miracle-seed
ss,gourgeist-super-size,common,miracle-seed
ss,gourgeist-super-size,rare,miracle-seed
ss,charjabug,rare,cell-battery
ss,cutiefly,rare,honey
ss,ribombee,rare,honey
ss,mareanie,rare,poison-barb
ss,toxapex,rare,poison-barb
ss,mudbray,rare,light-clay
ss,mudsdale,rare,light-clay
ss,dewpider,rare,mystic-water
ss,araquanid,rare,mystic-water
ss,fomantis,rare,miracle-seed
ss,lurantis,rare,miracle-seed
ss,morelull,common,tiny-mushroom
ss,morelull,rare,big-mushroom
ss,shiinotic,common,tiny-mushroom
ss,shiinotic,rare,big-mushroom
ss,salandit,rare,smoke-ball
ss,salazzle,rare,smoke-ball
ss,bounsweet,rare,grassy-seed
ss,steenee,rare,grassy-seed
ss,tsareena,common,grassy-seed
ss,comfey,rare,misty-seed
ss,sandygast,rare,spell-tag
ss,palossand,rare,spell-tag
ss,turtonator,rare,charcoal
ss,togedemaru,rare,electric-seed
ss,mimikyu-disguised-form,rare,chesto-berry
ss,drampa,rare,persim-berry
ss,jangmo-o,rare,razor-claw
ss,hakamo-o,rare,razor-claw
ss,kommo-o,common,razor-claw
ss,skwovet,rare,oran-berry
ss,greedent,rare,sitrus-berry
ss,dottler,rare,psychic-seed
ss,orbeetle,rare,psychic-seed
ss,sirfetchd,rare,leek
ss,snom,rare,snowball
ss,cufant,rare,lagging-tail
ss,copperajah,rare,lagging-tail
bdsp,butterfree,rare,silver-powder
bdsp,beedrill,rare,poison-barb
bdsp,spearow,rare,sharp-beak
bdsp,fearow,rare,sharp-beak
bdsp,pikachu,rare,light-ball
bdsp,sandshrew,rare,grip-claw
bdsp,sandslash,rare,grip-claw
bdsp,clefairy,rare,moon-stone
bdsp,clefable,rare,moon-stone
bdsp,vulpix,rare,charcoal
bdsp,ninetales,rare,charcoal
bdsp,jigglypuff,rare,moon-stone
bdsp,wigglytuff,rare,moon-stone
bdsp,paras,common,tiny-mushroom
bdsp,paras,rare,big-mushroom
bdsp,parasect,common,tiny-mushroom
bdsp,parasect,rare,big-mushroom
bdsp,venomoth,rare,shed-shell
bdsp,diglett,rare,soft-sand
bdsp,dugtrio,rare,soft-sand
bdsp,meowth,rare,quick-claw
bdsp,persian,rare,quick-claw
bdsp,poliwhirl,rare,kings-rock
bdsp,poliwrath,rare,kings-rock
bdsp,abra,rare,twisted-spoon
bdsp,kadabra,rare,twisted-spoon
bdsp,alakazam,rare,twisted-spoon
bdsp,machop,rare,focus-band
bdsp,machoke,rare,focus-band
bdsp,machamp,rare,focus-band
bdsp,tentacool,rare,poison-barb
bdsp,tentacruel,rare,poison-barb
bdsp,geodude,rare,everstone
bdsp,graveler,rare,everstone
bdsp,golem,rare,everstone
bdsp,slowpoke,rare,lagging-tail
bdsp,slowbro,rare,kings-rock
bdsp,magnemite,rare,metal-coat
bdsp,magneton,rare,metal-coat
bdsp,farfetchd,rare,leek
bdsp,doduo,rare,sharp-beak
bdsp,dodrio,rare,sharp-beak
bdsp,grimer,rare,black-sludge
bdsp,muk,common,black-sludge
bdsp,shellder,common,pearl
bdsp,shellder,rare,big-pearl
bdsp,cloyster,common,pearl
bdsp,cloyster,rare,big-pearl
bdsp,cubone,rare,thick-club
bdsp,marowak,rare,thick-club
bdsp,lickitung,rare,lagging-tail
bdsp,koffing,rare,smoke-ball
bdsp,weezing,rare,smoke-ball
bdsp,horsea,rare,dragon-scale
bdsp,seadra,rare,dragon-scale
bdsp,goldeen,rare,mystic-water
bdsp,seaking,rare,mystic-water
bdsp,staryu,common,stardust
bdsp,staryu,rare,star-piece
bdsp,starmie,common,stardust
bdsp,starmie,rare,star-piece
bdsp,electabuzz,rare,electirizer
bdsp,magmar,rare,magmarizer
bdsp,lapras,common,mystic-water
bdsp,lapras,rare,mystic-water
bdsp,ditto,common,quick-powder
bdsp,ditto,rare,metal-powder
bdsp,snorlax,common,leftovers
bdsp,snorlax,rare,leftovers
bdsp,dratini,rare,dragon-scale
bdsp,dragonair,rare,dragon-scale
bdsp,dragonite,rare,dragon-scale
bdsp,mew,common,lum-berry
bdsp,mew,rare,lum-berry
bdsp,cleffa,rare,moon-stone
bdsp,politoed,rare,kings-rock
bdsp,yanma,rare,wide-lens
bdsp,slowking,rare,kings-rock
bdsp,steelix,rare,metal-coat
bdsp,qwilfish,rare,poison-barb
bdsp,shuckle,common,berry-juice
bdsp,shuckle,rare,berry-juice
bdsp,sneasel,rare,quick-claw
bdsp,corsola,rare,hard-stone
bdsp,skarmory,rare,metal-coat
bdsp,kingdra,rare,dragon-scale
bdsp,elekid,rare,electirizer
bdsp,magby,rare,magmarizer
bdsp,miltank,common,moomoo-milk
bdsp,miltank,rare,moomoo-milk
bdsp,blissey,rare,lucky-egg
bdsp,celebi,common,lum-berry
bdsp,celebi,rare,lum-berry
bdsp,zigzagoon,common,potion
bdsp,zigzagoon,rare,revive
bdsp,linoone,common,potion
bdsp,linoone,rare,max-revive
bdsp,wurmple,common,pecha-berry
bdsp,wurmple,rare,bright-powder
bdsp,beautifly,rare,shed-shell
bdsp,dustox,rare,shed-shell
bdsp,lotad,rare,mental-herb
bdsp,lombre,rare,mental-herb
bdsp,ludicolo,rare,mental-herb
bdsp,seedot,rare,power-herb
bdsp,nuzleaf,rare,power-herb
bdsp,shiftry,rare,power-herb
bdsp,surskit,common,honey
bdsp,masquerain,rare,silver-powder
bdsp,shroomish,common,tiny-mushroom
bdsp,shroomish,rare,big-mushroom
bdsp,breloom,common,tiny-mushroom
bdsp,breloom,rare,big-mushroom
bdsp,nincada,rare,soft-sand
bdsp,makuhita,rare,black-belt
bdsp,hariyama,rare,kings-rock
bdsp,nosepass,rare,magnet
bdsp,sableye,rare,wide-lens
bdsp,mawile,rare,iron-ball
bdsp,aron,rare,hard-stone
bdsp,lairon,rare,hard-stone
bdsp,aggron,rare,hard-stone
bdsp,volbeat,rare,bright-powder
bdsp,illumise,rare,bright-powder
bdsp,roselia,rare,poison-barb
bdsp,gulpin,common,oran-berry
bdsp,gulpin,rare,sitrus-berry
bdsp,swalot,common,oran-berry
bdsp,swalot,rare,sitrus-berry
bdsp,carvanha,rare,deep-sea-tooth
bdsp,sharpedo,rare,deep-sea-tooth
bdsp,torkoal,rare,charcoal
bdsp,trapinch,rare,soft-sand
bdsp,cacnea,rare,sticky-barb
bdsp,cacturne,rare,sticky-barb
bdsp,zangoose,rare,quick-claw
bdsp,seviper,rare,shed-shell
bdsp,lunatone,common,stardust
bdsp,lunatone,rare,moon-stone
bdsp,solrock,common,stardust
bdsp,solrock,rare,sun-stone
bdsp,baltoy,rare,light-clay
bdsp,claydol,rare,light-clay
bdsp,lileep,rare,big-root
bdsp,cradily,rare,big-root
bdsp,castform-normal,common,mystic-water
bdsp,castform-normal,rare,mystic-water
bdsp,castform-sunny-form,common,mystic-water
bdsp,castform-sunny-form,rare,mystic-water
bdsp,castform-rainy-form,common,mystic-water
bdsp,castform-rainy-form,rare,mystic-water
bdsp,castform-snowy-form,common,mystic-water
bdsp,castform-snowy-form,rare,mystic-water
bdsp,shuppet,rare,spell-tag
bdsp,banette,rare,spell-tag
bdsp,duskull,rare,spell-tag
bdsp,dusclops,rare,spell-tag
bdsp,chimecho,rare,cleanse-tag
bdsp,clamperl,common,pearl
bdsp,clamperl,rare,big-pearl
bdsp,huntail,rare,deep-sea-tooth
bdsp,gorebyss,rare,deep-sea-scale
bdsp,relicanth,rare,deep-sea-scale
bdsp,luvdisc,common,heart-scale
bdsp,bagon,rare,dragon-fang
bdsp,shelgon,rare,dragon-fang
bdsp,salamence,rare,dragon-fang
bdsp,beldum,rare,metal-coat
bdsp,metang,rare,metal-coat
bdsp,metagross,rare,metal-coat
bdsp,jirachi,common,star-piece
bdsp,jirachi,rare,star-piece
bdsp,kricketot,rare,metronome
bdsp,kricketune,rare,metronome
bdsp,budew,rare,poison-barb
bdsp,roserade,rare,poison-barb
bdsp,wormadam-plant-cloak,rare,silver-powder
bdsp,wormadam-sandy-cloak,rare,silver-powder
bdsp,wormadam-trash-cloak,rare,silver-powder
bdsp,mothim,rare,silver-powder
bdsp,combee,rare,honey
bdsp,vespiquen,rare,poison-barb
bdsp,cherubi,rare,miracle-seed
bdsp,cherrim-overcast-form,rare,miracle-seed
bdsp,cherrim-sunshine-form,rare,miracle-seed
bdsp,chingling,rare,cleanse-tag
bdsp,bronzor,rare,metal-coat
bdsp,bronzong,rare,metal-coat
bdsp,happiny,common,oval-stone
bdsp,chatot,rare,metronome
bdsp,munchlax,common,leftovers
bdsp,munchlax,rare,leftovers
bdsp,skorupi,rare,poison-barb
bdsp,drapion,rare,poison-barb
bdsp,croagunk,rare,black-sludge
bdsp,toxicroak,rare,black-sludge
bdsp,snover,rare,never-melt-ice
bdsp,abomasnow,rare,never-melt-ice
bdsp,weavile,rare,quick-claw
bdsp,magnezone,rare,metal-coat
bdsp,lickilicky,rare,lagging-tail
bdsp,electivire,rare,electirizer
bdsp,magmortar,rare,magmarizer
bdsp,yanmega,rare,wide-lens
bdsp,probopass,rare,magnet
bdsp,dusknoir,rare,spell-tag
bdsp,shaymin-land-forme,common,lum-berry
bdsp,shaymin-land-forme,rare,lum-berry
bdsp,shaymin-sky-forme,common,lum-berry
bdsp,shaymin-sky-forme,rare,lum-berry
la,pikachu,rare,light-ball
la,clefairy,rare,moon-stone
la,clefable,rare,moon-stone
la,vulpix,rare,charcoal
la,vulpix-alolan-form,rare,snowball
la,ninetales,rare,charcoal
la,ninetales-alolan-form,rare,snowball
la,paras,common,tiny-mushroom
la,paras,rare,big-mushroom
la,parasect,common,tiny-mushroom
la,parasect,rare,big-mushroom
la,abra,rare,twisted-spoon
la,kadabra,rare,twisted-spoon
la,alakazam,rare,twisted-spoon
la,machop,rare,focus-band
la,machoke,rare,focus-band
la,machamp,rare,focus-band
la,tentacool,rare,poison-barb
la,tentacruel,rare,poison-barb
la,geodude,rare,everstone
la,graveler,rare,everstone
la,golem,rare,everstone
la,magnemite,rare,metal-coat
la,magneton,rare,metal-coat
la,lickitung,rare,lagging-tail
la,chansey,common,lucky-punch
la,electabuzz,rare,electirizer
la,magmar,rare,magmarizer
la,snorlax,common,leftovers
la,snorlax,rare,leftovers
la,cleffa,rare,moon-stone
la,yanma,rare,wide-lens
la,steelix,rare,metal-coat
la,qwilfish-hisuian-form,rare,poison-barb
la,sneasel,rare,quick-claw
la,sneasel-hisuian-form,rare,quick-claw
la,elekid,rare,electirizer
la,magby,rare,magmarizer
la,blissey,rare,lucky-egg
la,wurmple,common,pecha-berry
la,wurmple,rare,bright-powder
la,beautifly,rare,shed-shell
la,dustox,rare,shed-shell
la,nosepass,rare,magnet
la,roselia,rare,poison-barb
la,duskull,rare,spell-tag
la,dusclops,rare,spell-tag
la,chimecho,rare,cleanse-tag
la,snorunt,rare,snowball
la,kricketot,rare,metronome
la,kricketune,rare,metronome
la,budew,rare,poison-barb
la,roserade,rare,poison-barb
la,wormadam-plant-cloak,rare,silver-powder
la,wormadam-sandy-cloak,rare,silver-powder
la,wormadam-trash-cloak,rare,silver-powder
la,mothim,rare,silver-powder
la,combee,rare,honey
la,vespiquen,rare,poison-barb
la,cherubi,rare,miracle-seed
la,cherrim-overcast-form,rare,miracle-seed
la,cherrim-sunshine-form,rare,miracle-seed
la,chingling,rare,cleanse-tag
la,bronzor,rare,metal-coat
la,bronzong,rare,metal-coat
la,happiny,common,oval-stone
la,chatot,rare,metronome
la,munchlax,common,leftovers
la,munchlax,rare,leftovers
la,skorupi,rare,poison-barb
la,drapion,rare,poison-barb
la,croagunk,rare,black-sludge
la,toxicroak,rare,black-sludge
la,snover,rare,never-melt-ice
la,abomasnow,rare,never-melt-ice
la,weavile,rare,quick-claw
la,magnezone,rare,metal-coat
la,lickilicky,rare,lagging-tail
la,electivire,rare,electirizer
la,magmortar,rare,magmarizer
la,yanmega,rare,wide-lens
la,probopass,rare,magnet
la,dusknoir,rare,spell-tag
la,shaymin-land-forme,common,lum-berry
la,shaymin-land-forme,rare,lum-berry
la,shaymin-sky-forme,common,lum-berry
la,shaymin-sky-forme,rare,lum-berry
la,petilil,rare,absorb-bulb
la,lilligant-hisuian-form,rare,absorb-bulb
la,lilligant-lady-form,rare,absorb-bulb
la,goomy,rare,shed-shell
la,sliggoo-hisuian-form,rare,shed-shell
la,sneasler,rare,quick-claw
la,overqwil,rare,poison-barb
