pokemon_identifier,stat_identifier,value
glameow,sp-atk,42
glameow,sp-def,37
glameow,speed,85
purugly,hp,71
purugly,attack,82
purugly,defense,64
purugly,sp-atk,64
purugly,sp-def,59
purugly,speed,112
chingling,hp,45
chingling,attack,30
chingling,defense,50
chingling,sp-atk,65
chingling,sp-def,50
chingling,speed,45
stunky,hp,63
stunky,attack,63
stunky,defense,47
stunky,sp-atk,41
stunky,sp-def,41
stunky,speed,74
skuntank,hp,103
skuntank,attack,93
skuntank,defense,67
skuntank,sp-atk,71
skuntank,sp-def,61
skuntank,speed,84
bronzor,hp,57
bronzor,attack,24
bronzor,defense,86
bronzor,sp-atk,24
bronzor,sp-def,86
bronzor,speed,23
bronzong,hp,67
bronzong,attack,89
bronzong,defense,116
bronzong,sp-atk,79
bronzong,sp-def,116
bronzong,speed,33
bonsly,hp,50
bonsly,attack,80
bonsly,defense,95
bonsly,sp-atk,10
bonsly,sp-def,45
bonsly,speed,10
mime-jr,hp,20
mime-jr,attack,25
mime-jr,defense,45
mime-jr,sp-atk,70
mime-jr,sp-def,90
mime-jr,speed,60
happiny,hp,100
happiny,attack,5
happiny,defense,5
happiny,sp-atk,15
happiny,sp-def,65
happiny,speed,30
chatot,hp,76
chatot,attack,65
chatot,defense,45
chatot,sp-atk,92
chatot,sp-def,42
chatot,speed,91
spiritomb,hp,50
spiritomb,attack,92
spiritomb,defense,108
spiritomb,sp-atk,92
spiritomb,sp-def,108
spiritomb,speed,35
gible,hp,58
gible,attack,70
gible,defense,45
gible,sp-atk,40
gible,sp-def,45
gible,speed,42
gabite,hp,68
gabite,attack,90
gabite,defense,65
gabite,sp-atk,50
gabite,sp-def,55
gabite,speed,82
garchomp,hp,108
garchomp,attack,130
garchomp,defense,95
garchomp,sp-atk,80
garchomp,sp-def,85
garchomp,speed,102
garchomp-mega,hp,108
garchomp-mega,attack,170
garchomp-mega,defense,115
garchomp-mega,sp-atk,120
garchomp-mega,sp-def,95
garchomp-mega,speed,92
munchlax,hp,135
munchlax,attack,85
munchlax,defense,40
munchlax,sp-atk,40
munchlax,sp-def,85
munchlax,speed,5
riolu,hp,40
riolu,attack,70
riolu,defense,40
riolu,sp-atk,35
riolu,sp-def,40
riolu,speed,60
lucario,hp,70
lucario,attack,110
lucario,defense,70
lucario,sp-atk,115
lucario,sp-def,70
lucario,speed,90
lucario-mega,hp,70
lucario-mega,attack,145
lucario-mega,defense,88
lucario-mega,sp-atk,140
lucario-mega,sp-def,70
lucario-mega,speed,112
hippopotas,hp,68
hippopotas,attack,72
hippopotas,defense,78
hippopotas,sp-atk,38
hippopotas,sp-def,42
hippopotas,speed,32
hippowdon,hp,108
hippowdon,attack,112
hippowdon,defense,118
hippowdon,sp-atk,68
hippowdon,sp-def,72
hippowdon,speed,47
skorupi,hp,40
skorupi,attack,50
skorupi,defense,90
skorupi,sp-atk,30
skorupi,sp-def,55
skorupi,speed,65
drapion,hp,70
drapion,attack,90
drapion,defense,110
drapion,sp-atk,60
drapion,sp-def,75
drapion,speed,95
croagunk,hp,48
croagunk,attack,61
croagunk,defense,40
croagunk,sp-atk,61
croagunk,sp-def,40
croagunk,speed,50
toxicroak,hp,83
toxicroak,attack,106
toxicroak,defense,65
toxicroak,sp-atk,86
toxicroak,sp-def,65
toxicroak,speed,85
carnivine,hp,74
carnivine,attack,100
carnivine,defense,72
carnivine,sp-atk,90
carnivine,sp-def,72
carnivine,speed,46
finneon,hp,49
finneon,attack,49
finneon,defense,56
finneon,sp-atk,49
finneon,sp-def,61
finneon,speed,66
lumineon,hp,69
lumineon,attack,69
lumineon,defense,76
lumineon,sp-atk,69
lumineon,sp-def,86
lumineon,speed,91
mantyke,hp,45
mantyke,attack,20
mantyke,defense,50
mantyke,sp-atk,60
mantyke,sp-def,120
mantyke,speed,50
snover,hp,60
snover,attack,62
snover,defense,50
snover,sp-atk,62
snover,sp-def,60
snover,speed,40
abomasnow,hp,90
abomasnow,attack,92
abomasnow,defense,75
abomasnow,sp-atk,92
abomasnow,sp-def,85
abomasnow,speed,60
abomasnow-mega,hp,90
abomasnow-mega,attack,132
abomasnow-mega,defense,105
abomasnow-mega,sp-atk,132
abomasnow-mega,sp-def,105
abomasnow-mega,speed,30
weavile,hp,70
weavile,attack,120
weavile,defense,65
weavile,sp-atk,45
weavile,sp-def,85
weavile,speed,125
magnezone,hp,70
magnezone,attack,70
magnezone,defense,115
magnezone,sp-atk,130
magnezone,sp-def,90
magnezone,speed,60
lickilicky,hp,110
lickilicky,attack,85
lickilicky,defense,95
lickilicky,sp-atk,80
lickilicky,sp-def,95
lickilicky,speed,50
rhyperior,hp,115
rhyperior,attack,140
rhyperior,defense,130
rhyperior,sp-atk,55
rhyperior,sp-def,55
rhyperior,speed,40
tangrowth,hp,100
tangrowth,attack,100
tangrowth,defense,125
tangrowth,sp-atk,110
tangrowth,sp-def,50
tangrowth,speed,50
electivire,hp,75
electivire,attack,123
electivire,defense,67
electivire,sp-atk,95
electivire,sp-def,85
electivire,speed,95
magmortar,hp,75
magmortar,attack,95
magmortar,defense,67
magmortar,sp-atk,125
magmortar,sp-def,95
magmortar,speed,83
togekiss,hp,85
togekiss,attack,50
togekiss,defense,95
togekiss,sp-atk,120
togekiss,sp-def,115
togekiss,speed,80
yanmega,hp,86
yanmega,attack,76
yanmega,defense,86
yanmega,sp-atk,116
yanmega,sp-def,56
yanmega,speed,95
leafeon,hp,65
leafeon,attack,110
leafeon,defense,130
leafeon,sp-atk,60
leafeon,sp-def,65
leafeon,speed,95
glaceon,hp,65
glaceon,attack,60
glaceon,defense,110
glaceon,sp-atk,130
glaceon,sp-def,95
glaceon,speed,65
gliscor,hp,75
gliscor,attack,95
gliscor,defense,125
gliscor,sp-atk,45
gliscor,sp-def,75
gliscor,speed,95
mamoswine,hp,110
mamoswine,attack,130
mamoswine,defense,80
mamoswine,sp-atk,70
mamoswine,sp-def,60
mamoswine,speed,80
porygon-z,hp,85
porygon-z,attack,80
porygon-z,defense,70
porygon-z,sp-atk,135
porygon-z,sp-def,75
porygon-z,speed,90
gallade,hp,68
gallade,attack,125
gallade,defense,65
gallade,sp-atk,65
gallade,sp-def,115
gallade,speed,80
gallade-mega,hp,68
gallade-mega,attack,165
gallade-mega,defense,95
gallade-mega,sp-atk,65
gallade-mega,sp-def,115
gallade-mega,speed,110
probopass,hp,60
probopass,attack,55
probopass,defense,145
probopass,sp-atk,75
probopass,sp-def,150
probopass,speed,40
dusknoir,hp,45
dusknoir,attack,100
dusknoir,defense,135
dusknoir,sp-atk,65
dusknoir,sp-def,135
dusknoir,speed,45
froslass,hp,70
froslass,attack,80
froslass,defense,70
froslass,sp-atk,80
froslass,sp-def,70
froslass,speed,110
rotom,hp,50
rotom,attack,50
rotom,defense,77
rotom,sp-atk,95
rotom,sp-def,77
rotom,speed,91
rotom-heat,hp,50
rotom-heat,attack,65
rotom-heat,defense,107
rotom-heat,sp-atk,105
rotom-heat,sp-def,107
rotom-heat,speed,86
rotom-wash,hp,50
rotom-wash,attack,65
rotom-wash,defense,107
rotom-wash,sp-atk,105
rotom-wash,sp-def,107
rotom-wash,speed,86
rotom-frost,hp,50
rotom-frost,attack,65
rotom-frost,defense,107
rotom-frost,sp-atk,105
rotom-frost,sp-def,107
rotom-frost,speed,86
rotom-fan,hp,50
rotom-fan,attack,65
rotom-fan,defense,107
rotom-fan,sp-atk,105
rotom-fan,sp-def,107
rotom-fan,speed,86
rotom-mow,hp,50
rotom-mow,attack,65
rotom-mow,defense,107
rotom-mow,sp-atk,105
rotom-mow,sp-def,107
rotom-mow,speed,86
uxie,hp,75
uxie,attack,75
uxie,defense,130
uxie,sp-atk,75
uxie,sp-def,130
uxie,speed,95
mesprit,hp,80
mesprit,attack,105
mesprit,defense,105
mesprit,sp-atk,105
mesprit,sp-def,105
mesprit,speed,80
azelf,hp,75
azelf,attack,125
azelf,defense,70
azelf,sp-atk,125
azelf,sp-def,70
azelf,speed,115
dialga,hp,100
dialga,attack,120
dialga,defense,120
dialga,sp-atk,150
dialga,sp-def,100
dialga,speed,90
dialga-origin-forme,hp,100
dialga-origin-forme,attack,100
dialga-origin-forme,defense,120
dialga-origin-forme,sp-atk,150
dialga-origin-forme,sp-def,120
dialga-origin-forme,speed,90
palkia,hp,90
palkia,attack,120
palkia,defense,100
palkia,sp-atk,150
palkia,sp-def,120
palkia,speed,100
palkia-origin-forme,hp,90
palkia-origin-forme,attack,100
palkia-origin-forme,defense,100
palkia-origin-forme,sp-atk,150
palkia-origin-forme,sp-def,120
palkia-origin-forme,speed,120
heatran,hp,91
heatran,attack,90
heatran,defense,106
heatran,sp-atk,130
heatran,sp-def,106
heatran,speed,77
regigigas,hp,110
regigigas,attack,160
regigigas,defense,110
regigigas,sp-atk,80
regigigas,sp-def,110
regigigas,speed,100
giratina-altered-forme,hp,150
giratina-altered-forme,attack,100
giratina-altered-forme,defense,120
giratina-altered-forme,sp-atk,100
giratina-altered-forme,sp-def,120
giratina-altered-forme,speed,90
giratina-origin-forme,hp,150
giratina-origin-forme,attack,120
giratina-origin-forme,defense,100
giratina-origin-forme,sp-atk,120
giratina-origin-forme,sp-def,100
giratina-origin-forme,speed,90
cresselia,hp,120
cresselia,attack,70
cresselia,defense,110
cresselia,sp-atk,75
cresselia,sp-def,120
cresselia,speed,85
phione,hp,80
phione,attack,80
phione,defense,80
phione,sp-atk,80
phione,sp-def,80
phione,speed,80
manaphy,hp,100
manaphy,attack,100
manaphy,defense,100
manaphy,sp-atk,100
manaphy,sp-def,100
manaphy,speed,100
darkrai,hp,70
darkrai,attack,90
darkrai,defense,90
darkrai,sp-atk,135
darkrai,sp-def,90
darkrai,speed,125
shaymin-land-forme,hp,100
shaymin-land-forme,attack,100
shaymin-land-forme,defense,100
shaymin-land-forme,sp-atk,100
shaymin-land-forme,sp-def,100
shaymin-land-forme,speed,100
shaymin-sky-forme,hp,100
shaymin-sky-forme,attack,103
shaymin-sky-forme,defense,75
shaymin-sky-forme,sp-atk,120
shaymin-sky-forme,sp-def,75
shaymin-sky-forme,speed,127
arceus-normal-type,hp,120
arceus-normal-type,attack,120
arceus-normal-type,defense,120
arceus-normal-type,sp-atk,120
arceus-normal-type,sp-def,120
arceus-normal-type,speed,120
arceus-fighting-type,hp,120
arceus-fighting-type,attack,120
arceus-fighting-type,defense,120
arceus-fighting-type,sp-atk,120
arceus-fighting-type,sp-def,120
arceus-fighting-type,speed,120
arceus-flying-type,hp,120
arceus-flying-type,attack,120
arceus-flying-type,defense,120
arceus-flying-type,sp-atk,120
arceus-flying-type,sp-def,120
arceus-flying-type,speed,120
arceus-poison-type,hp,120
arceus-poison-type,attack,120
arceus-poison-type,defense,120
arceus-poison-type,sp-atk,120
arceus-poison-type,sp-def,120
arceus-poison-type,speed,120
arceus-ground-type,hp,120
arceus-ground-type,attack,120
arceus-ground-type,defense,120
arceus-ground-type,sp-atk,120
arceus-ground-type,sp-def,120
arceus-ground-type,speed,120
arceus-rock-type,hp,120
arceus-rock-type,attack,120
arceus-rock-type,defense,120
arceus-rock-type,sp-atk,120
arceus-rock-type,sp-def,120
arceus-rock-type,speed,120
arceus-bug-type,hp,120
arceus-bug-type,attack,120
arceus-bug-type,defense,120
arceus-bug-type,sp-atk,120
arceus-bug-type,sp-def,120
arceus-bug-type,speed,120
arceus-ghost-type,hp,120
arceus-ghost-type,attack,120
arceus-ghost-type,defense,120
arceus-ghost-type,sp-atk,120
arceus-ghost-type,sp-def,120
arceus-ghost-type,speed,120
arceus-steel-type,hp,120
arceus-steel-type,attack,120
arceus-steel-type,defense,120
arceus-steel-type,sp-atk,120
arceus-steel-type,sp-def,120
arceus-steel-type,speed,120
arceus-fire-type,hp,120
arceus-fire-type,attack,120
arceus-fire-type,defense,120
arceus-fire-type,sp-atk,120
arceus-fire-type,sp-def,120
arceus-fire-type,speed,120
arceus-water-type,hp,120
arceus-water-type,attack,120
arceus-water-type,defense,120
arceus-water-type,sp-atk,120
arceus-water-type,sp-def,120
arceus-water-type,speed,120
arceus-grass-type,hp,120
arceus-grass-type,attack,120
arceus-grass-type,defense,120
arceus-grass-type,sp-atk,120
arceus-grass-type,sp-def,120
arceus-grass-type,speed,120
arceus-electric-type,hp,120
arceus-electric-type,attack,120
arceus-electric-type,defense,120
arceus-electric-type,sp-atk,120
arceus-electric-type,sp-def,120
arceus-electric-type,speed,120
arceus-psychic-type,hp,120
arceus-psychic-type,attack,120
arceus-psychic-type,defense,120
arceus-psychic-type,sp-atk,120
arceus-psychic-type,sp-def,120
arceus-psychic-type,speed,120
arceus-ice-type,hp,120
arceus-ice-type,attack,120
arceus-ice-type,defense,120
arceus-ice-type,sp-atk,120
arceus-ice-type,sp-def,120
arceus-ice-type,speed,120
arceus-dragon-type,hp,120
arceus-dragon-type,attack,120
arceus-dragon-type,defense,120
arceus-dragon-type,sp-atk,120
arceus-dragon-type,sp-def,120
arceus-dragon-type,speed,120
arceus-dark-type,hp,120
arceus-dark-type,attack,120
arceus-dark-type,defense,120
arceus-dark-type,sp-atk,120
arceus-dark-type,sp-def,120
arceus-dark-type,speed,120
arceus-fairy-type,hp,120
arceus-fairy-type,attack,120
arceus-fairy-type,defense,120
arceus-fairy-type,sp-atk,120
arceus-fairy-type,sp-def,120
arceus-fairy-type,speed,120
arceus-legend-plate,hp,120
arceus-legend-plate,attack,120
arceus-legend-plate,defense,120
arceus-legend-plate,sp-atk,120
arceus-legend-plate,sp-def,120
arceus-legend-plate,speed,120
victini,hp,100
victini,attack,100
victini,defense,100
victini,sp-atk,100
victini,sp-def,100
victini,speed,100
snivy,hp,45
snivy,attack,45
snivy,defense,55
snivy,sp-atk,45
snivy,sp-def,55
snivy,speed,63
servine,hp,60
servine,attack,60
servine,defense,75
servine,sp-atk,60
servine,sp-def,75
servine,speed,83
serperior,hp,75
serperior,attack,75
serperior,defense,95
serperior,sp-atk,75
serperior,sp-def,95
serperior,speed,113
tepig,hp,65
tepig,attack,63
tepig,defense,45
tepig,sp-atk,45
tepig,sp-def,45
tepig,speed,45
pignite,hp,90
pignite,attack,93
pignite,defense,55
pignite,sp-atk,70
pignite,sp-def,55
pignite,speed,55
emboar,hp,110
emboar,attack,123
emboar,defense,65
emboar,sp-atk,100
emboar,sp-def,65
emboar,speed,65
oshawott,hp,55
oshawott,attack,55
oshawott,defense,45
oshawott,sp-atk,63
oshawott,sp-def,45
oshawott,speed,45
dewott,hp,75
dewott,attack,75
dewott,defense,60
dewott,sp-atk,83
dewott,sp-def,60
dewott,speed,60
samurott,hp,95
samurott,attack,100
samurott,defense,85
samurott,sp-atk,108
samurott,sp-def,70
samurott,speed,70
samurott-hisuian-form,hp,90
samurott-hisuian-form,attack,108
samurott-hisuian-form,defense,80
samurott-hisuian-form,sp-atk,100
samurott-hisuian-form,sp-def,65
samurott-hisuian-form,speed,85
patrat,hp,45
patrat,attack,55
patrat,defense,39
patrat,sp-atk,35
patrat,sp-def,39
patrat,speed,42
watchog,hp,60
watchog,attack,85
watchog,defense,69
watchog,sp-atk,60
watchog,sp-def,69
watchog,speed,77
lillipup,hp,45
lillipup,attack,60
lillipup,defense,45
lillipup,sp-atk,25
lillipup,sp-def,45
lillipup,speed,55
herdier,hp,65
herdier,attack,80
herdier,defense,65
herdier,sp-atk,35
herdier,sp-def,65
herdier,speed,60
stoutland,hp,85
stoutland,attack,110
stoutland,defense,90
stoutland,sp-atk,45
stoutland,sp-def,90
stoutland,speed,80
purrloin,hp,41
purrloin,attack,50
purrloin,defense,37
purrloin,sp-atk,50
purrloin,sp-def,37
purrloin,speed,66
liepard,hp,64
liepard,attack,88
liepard,defense,50
liepard,sp-atk,88
liepard,sp-def,50
liepard,speed,106
pansage,hp,50
pansage,attack,53
pansage,defense,48
pansage,sp-atk,53
pansage,sp-def,48
pansage,speed,64
simisage,hp,75
simisage,attack,98
simisage,defense,63
simisage,sp-atk,98
simisage,sp-def,63
simisage,speed,101
pansear,hp,50
pansear,attack,53
pansear,defense,48
pansear,sp-atk,53
pansear,sp-def,48
pansear,speed,64
simisear,hp,75
simisear,attack,98
simisear,defense,63
simisear,sp-atk,98
simisear,sp-def,63
simisear,speed,101
panpour,hp,50
panpour,attack,53
panpour,defense,48
panpour,sp-atk,53
panpour,sp-def,48
panpour,speed,64
simipour,hp,75
simipour,attack,98
simipour,defense,63
simipour,sp-atk,98
simipour,sp-def,63
simipour,speed,101
munna,hp,76
munna,attack,25
munna,defense,45
munna,sp-atk,67
munna,sp-def,55
munna,speed,24
musharna,hp,116
musharna,attack,55
musharna,defense,85
musharna,sp-atk,107
musharna,sp-def,95
musharna,speed,29
pidove,hp,50
pidove,attack,55
pidove,defense,50
pidove,sp-atk,36
pidove,sp-def,30
pidove,speed,43
tranquill,hp,62
tranquill,attack,77
tranquill,defense,62
tranquill,sp-atk,50
tranquill,sp-def,42
tranquill,speed,65
unfezant,hp,80
unfezant,attack,115
unfezant,defense,80
unfezant,sp-atk,65
unfezant,sp-def,55
unfezant,speed,93
blitzle,hp,45
blitzle,attack,60
blitzle,defense,32
blitzle,sp-atk,50
blitzle,sp-def,32
blitzle,speed,76
zebstrika,hp,75
zebstrika,attack,100
zebstrika,defense,63
zebstrika,sp-atk,80
zebstrika,sp-def,63
zebstrika,speed,116
roggenrola,hp,55
roggenrola,attack,75
roggenrola,defense,85
roggenrola,sp-atk,25
roggenrola,sp-def,25
roggenrola,speed,15
boldore,hp,70
boldore,attack,105
boldore,defense,105
boldore,sp-atk,50
boldore,sp-def,40
boldore,speed,20
gigalith,hp,85
gigalith,attack,135
gigalith,defense,130
gigalith,sp-atk,60
gigalith,sp-def,80
gigalith,speed,25
woobat,hp,65
woobat,attack,45
woobat,defense,43
woobat,sp-atk,55
woobat,sp-def,43
woobat,speed,72
swoobat,hp,67
swoobat,attack,57
swoobat,defense,55
swoobat,sp-atk,77
swoobat,sp-def,55
swoobat,speed,114
drilbur,hp,60
drilbur,attack,85
drilbur,defense,40
drilbur,sp-atk,30
drilbur,sp-def,45
drilbur,speed,68
excadrill,hp,110
excadrill,attack,135
excadrill,defense,60
excadrill,sp-atk,50
excadrill,sp-def,65
excadrill,speed,88
audino,hp,103
audino,attack,60
audino,defense,86
audino,sp-atk,60
audino,sp-def,86
audino,speed,50
audino-mega,hp,103
audino-mega,attack,60
audino-mega,defense,126
audino-mega,sp-atk,80
audino-mega,sp-def,126
audino-mega,speed,50
timburr,hp,75
timburr,attack,80
timburr,defense,55
timburr,sp-atk,25
timburr,sp-def,35
timburr,speed,35
gurdurr,hp,85
gurdurr,attack,105
gurdurr,defense,85
gurdurr,sp-atk,40
gurdurr,sp-def,50
gurdurr,speed,40
conkeldurr,hp,105
conkeldurr,attack,140
conkeldurr,defense,95
conkeldurr,sp-atk,55
conkeldurr,sp-def,65
conkeldurr,speed,45
tympole,hp,50
tympole,attack,50
tympole,defense,40
tympole,sp-atk,50
tympole,sp-def,40
tympole,speed,64
palpitoad,hp,75
palpitoad,attack,65
palpitoad,defense,55
palpitoad,sp-atk,65
palpitoad,sp-def,55
palpitoad,speed,69
seismitoad,hp,105
seismitoad,attack,95
seismitoad,defense,75
seismitoad,sp-atk,85
seismitoad,sp-def,75
seismitoad,speed,74
throh,hp,120
throh,attack,100
throh,defense,85
throh,sp-atk,30
throh,sp-def,85
throh,speed,45
sawk,hp,75
sawk,attack,125
sawk,defense,75
sawk,sp-atk,30
sawk,sp-def,75
sawk,speed,85
sewaddle,hp,45
sewaddle,attack,53
sewaddle,defense,70
sewaddle,sp-atk,40
sewaddle,sp-def,60
sewaddle,speed,42
swadloon,hp,55
swadloon,attack,63
swadloon,defense,90
swadloon,sp-atk,50
swadloon,sp-def,80
swadloon,speed,42
leavanny,hp,75
leavanny,attack,103
leavanny,defense,80
leavanny,sp-atk,70
leavanny,sp-def,80
leavanny,speed,92
venipede,hp,30
venipede,attack,45
venipede,defense,59
venipede,sp-atk,30
venipede,sp-def,39
venipede,speed,57
whirlipede,hp,40
whirlipede,attack,55
whirlipede,defense,99
whirlipede,sp-atk,40
whirlipede,sp-def,79
whirlipede,speed,47
scolipede,hp,60
scolipede,attack,100
scolipede,defense,89
scolipede,sp-atk,55
scolipede,sp-def,69
scolipede,speed,112
cottonee,hp,40
cottonee,attack,27
cottonee,defense,60
cottonee,sp-atk,37
cottonee,sp-def,50
cottonee,speed,66
whimsicott,hp,60
whimsicott,attack,67
whimsicott,defense,85
whimsicott,sp-atk,77
whimsicott,sp-def,75
whimsicott,speed,116
petilil,hp,45
petilil,attack,35
petilil,defense,50
petilil,sp-atk,70
petilil,sp-def,50
petilil,speed,30
lilligant,hp,70
lilligant,attack,60
lilligant,defense,75
lilligant,sp-atk,110
lilligant,sp-def,75
lilligant,speed,90
lilligant-hisuian-form,hp,70
lilligant-hisuian-form,attack,105
lilligant-hisuian-form,defense,75
lilligant-hisuian-form,sp-atk,50
lilligant-hisuian-form,sp-def,75
lilligant-hisuian-form,speed,105
lilligant-lady-form,hp,70
lilligant-lady-form,attack,105
lilligant-lady-form,defense,75
lilligant-lady-form,sp-atk,50
lilligant-lady-form,sp-def,75
lilligant-lady-form,speed,105
basculin-red-striped-form,hp,70
basculin-red-striped-form,attack,92
basculin-red-striped-form,defense,65
basculin-red-striped-form,sp-atk,80
basculin-red-striped-form,sp-def,55
basculin-red-striped-form,speed,98
basculin-blue-striped-form,hp,70
basculin-blue-striped-form,attack,92
basculin-blue-striped-form,defense,65
basculin-blue-striped-form,sp-atk,80
basculin-blue-striped-form,sp-def,55
basculin-blue-striped-form,speed,98
basculin-white-striped-form,hp,70
basculin-white-striped-form,attack,92
basculin-white-striped-form,defense,65
basculin-white-striped-form,sp-atk,80
basculin-white-striped-form,sp-def,55
basculin-white-striped-form,speed,98
sandile,hp,50
sandile,attack,72
sandile,defense,35
sandile,sp-atk,35
sandile,sp-def,35
sandile,speed,65
krokorok,hp,60
krokorok,attack,82
krokorok,defense,45
krokorok,sp-atk,45
krokorok,sp-def,45
krokorok,speed,74
krookodile,hp,95
krookodile,attack,117
krookodile,defense,80
krookodile,sp-atk,65
krookodile,sp-def,70
krookodile,speed,92
darumaka,hp,70
darumaka,attack,90
darumaka,defense,45
darumaka,sp-atk,15
darumaka,sp-def,45
darumaka,speed,50
darumaka-galarian-form,hp,70
darumaka-galarian-form,attack,90
darumaka-galarian-form,defense,45
darumaka-galarian-form,sp-atk,15
darumaka-galarian-form,sp-def,45
darumaka-galarian-form,speed,50
darmanitan-standard-mode,hp,105
darmanitan-standard-mode,attack,140
darmanitan-standard-mode,defense,55
darmanitan-standard-mode,sp-atk,30
darmanitan-standard-mode,sp-def,55
darmanitan-standard-mode,speed,95
darmanitan-zen-mode,hp,105
darmanitan-zen-mode,attack,30
darmanitan-zen-mode,defense,105
darmanitan-zen-mode,sp-atk,140
darmanitan-zen-mode,sp-def,105
darmanitan-zen-mode,speed,55
darmanitan-galarian-form-standard-mode,hp,105
darmanitan-galarian-form-standard-mode,attack,140
darmanitan-galarian-form-standard-mode,defense,55
darmanitan-galarian-form-standard-mode,sp-atk,30
darmanitan-galarian-form-standard-mode,sp-def,55
darmanitan-galarian-form-standard-mode,speed,95
darmanitan-galarian-form-zen-mode,hp,105
darmanitan-galarian-form-zen-mode,attack,160
darmanitan-galarian-form-zen-mode,defense,55
