move_identifier,language,name
fire-blast,ko,불대문자
fire-blast,zh-simp,大字爆炎
fire-blast,zh-trad,大字爆炎
fire-fang,jp-kana,ほのおのキバ
fire-fang,jp-kanji,ほのおのキバ
fire-fang,en,Fire Fang
fire-fang,fr,Crocs Feu
fire-fang,it,Rogodenti
fire-fang,de,Feuerzahn
fire-fang,es,Colmillo Ígneo
fire-fang,ko,불꽃엄니
fire-fang,zh-simp,火焰牙
fire-fang,zh-trad,火焰牙
fire-lash,jp-kana,ほのおのムチ
fire-lash,jp-kanji,ほのおのムチ
fire-lash,en,Fire Lash
fire-lash,fr,Fouet de Feu
fire-lash,it,Frusta di Fuoco
fire-lash,de,Feuerpeitsche
fire-lash,es,Látigo Ígneo
fire-lash,ko,불꽃채찍
fire-lash,zh-simp,火焰鞭
fire-lash,zh-trad,火焰鞭
fire-pledge,jp-kana,ほのおのちかい
fire-pledge,jp-kanji,ほのおのちかい
fire-pledge,en,Fire Pledge
fire-pledge,fr,Aire de Feu
fire-pledge,it,Fiammapatto
fire-pledge,de,Feuersäulen
fire-pledge,es,Voto Fuego
fire-pledge,ko,불꽃의맹세
fire-pledge,zh-simp,火之誓约
fire-pledge,zh-trad,火之誓約
fire-punch,jp-kana,ほのおのパンチ
fire-punch,jp-kanji,ほのおのパンチ
fire-punch,en,Fire Punch
fire-punch,fr,Poing Feu
fire-punch,it,Fuocopugno
fire-punch,de,Feuerschlag
fire-punch,es,Puño Fuego
fire-punch,ko,불꽃펀치
fire-punch,zh-simp,火焰拳
fire-punch,zh-trad,火焰拳
fire-spin,jp-kana,ほのおのうず
fire-spin,jp-kanji,ほのおのうず
fire-spin,en,Fire Spin
fire-spin,fr,Danse Flammes
fire-spin,it,Turbofuoco
fire-spin,de,Feuerwirbel
fire-spin,es,Giro Fuego
fire-spin,ko,회오리불꽃
fire-spin,zh-simp,火焰旋涡
fire-spin,zh-trad,火焰旋渦
first-impression,jp-kana,であいがしら
first-impression,jp-kanji,であいがしら
first-impression,en,First Impression
first-impression,fr,Escarmouche
first-impression,it,Schermaglia
first-impression,de,Überrumpler
first-impression,es,Escaramuza
first-impression,ko,만나자마자
first-impression,zh-simp,迎头一击
first-impression,zh-trad,迎頭一擊
fishious-rend,jp-kana,エラがみ
fishious-rend,jp-kanji,エラがみ
fishious-rend,en,Fishious Rend
fishious-rend,fr,Branchicrok
fishious-rend,it,Branchiomorso
fishious-rend,de,Kiemenbiss
fishious-rend,es,Branquibocado
fishious-rend,ko,아가미물기
fishious-rend,zh-simp,鳃咬
fishious-rend,zh-trad,鰓咬
fissure,jp-kana,じわれ
fissure,jp-kanji,じわれ
fissure,en,Fissure
fissure,fr,Abîme
fissure,it,Abisso
fissure,de,Geofissur
fissure,es,Fisura
fissure,ko,땅가르기
fissure,zh-simp,地裂
fissure,zh-trad,地裂
flail,jp-kana,じたばた
flail,jp-kanji,じたばた
flail,en,Flail
flail,fr,Gigotage
flail,it,Flagello
flail,de,Dreschflegel
flail,es,Azote
flail,ko,바둥바둥
flail,zh-simp,抓狂
flail,zh-trad,抓狂
flame-burst,jp-kana,はじけるほのお
flame-burst,jp-kanji,はじけるほのお
flame-burst,en,Flame Burst
flame-burst,fr,Rebondifeu
flame-burst,it,Pirolancio
flame-burst,de,Funkenflug
flame-burst,es,Pirotecnia
flame-burst,ko,불꽃튀기기
flame-burst,zh-simp,烈焰溅射
flame-burst,zh-trad,烈焰濺射
flame-charge,jp-kana,ニトロチャージ
flame-charge,jp-kanji,ニトロチャージ
flame-charge,en,Flame Charge
flame-charge,fr,Nitrocharge
flame-charge,it,Nitrocarica
flame-charge,de,Nitroladung
flame-charge,es,Nitrocarga
flame-charge,ko,니트로차지
flame-charge,zh-simp,蓄能焰袭
flame-charge,zh-trad,蓄能焰襲
flame-wheel,jp-kana,かえんぐるま
flame-wheel,jp-kanji,かえんぐるま
flame-wheel,en,Flame Wheel
flame-wheel,fr,Roue de Feu
flame-wheel,it,Ruotafuoco
flame-wheel,de,Flammenrad
flame-wheel,es,Rueda Fuego
flame-wheel,ko,화염바퀴
flame-wheel,zh-simp,火焰轮
flame-wheel,zh-trad,火焰輪
flamethrower,jp-kana,かえんほうしゃ
flamethrower,jp-kanji,かえんほうしゃ
flamethrower,en,Flamethrower
flamethrower,fr,Lance-Flammes
flamethrower,it,Lanciafiamme
flamethrower,de,Flammenwurf
flamethrower,es,Lanzallamas
flamethrower,ko,화염방사
flamethrower,zh-simp,喷射火焰
flamethrower,zh-trad,噴射火焰
flare-blitz,jp-kana,フレアドライブ
flare-blitz,jp-kanji,フレアドライブ
flare-blitz,en,Flare Blitz
flare-blitz,fr,Boutefeu
flare-blitz,it,Fuococarica
flare-blitz,de,Flammenblitz
flare-blitz,es,Envite Ígneo
flare-blitz,ko,플레어드라이브
flare-blitz,zh-simp,闪焰冲锋
flare-blitz,zh-trad,閃焰衝鋒
flash,jp-kana,フラッシュ
flash,jp-kanji,フラッシュ
flash,en,Flash
flash,fr,Flash
flash,it,Flash
flash,de,Blitz
flash,es,Destello
flash,ko,플래시
flash,zh-simp,闪光
flash,zh-trad,閃光
flash-cannon,jp-kana,ラスターカノン
flash-cannon,jp-kanji,ラスターカノン
flash-cannon,en,Flash Cannon
flash-cannon,fr,Luminocanon
flash-cannon,it,Cannonflash
flash-cannon,de,Lichtkanone
flash-cannon,es,Foco Resplandor
flash-cannon,ko,러스터캐논
flash-cannon,zh-simp,加农光炮
flash-cannon,zh-trad,加農光炮
flatter,jp-kana,おだてる
flatter,jp-kanji,おだてる
flatter,en,Flatter
flatter,fr,Flatterie
flatter,it,Adulazione
flatter,de,Schmeichler
flatter,es,Camelo
flatter,ko,부추기기
flatter,zh-simp,吹捧
flatter,zh-trad,吹捧
fleur-cannon,jp-kana,フルールカノン
fleur-cannon,jp-kanji,フルールカノン
fleur-cannon,en,Fleur Cannon
fleur-cannon,fr,Canon Floral
fleur-cannon,it,Cannonfiore
fleur-cannon,de,Kanonenbouquet
fleur-cannon,es,Cañón Floral
fleur-cannon,ko,플뢰르캐논
fleur-cannon,zh-simp,花朵加农炮
fleur-cannon,zh-trad,花朵加農炮
fling,jp-kana,なげつける
fling,jp-kanji,なげつける
fling,en,Fling
fling,fr,Dégommage
fling,it,Lancio
fling,de,Schleuder
fling,es,Lanzamiento
fling,ko,내던지기
fling,zh-simp,投掷
fling,zh-trad,投擲
flip-turn,jp-kana,クイックターン
flip-turn,jp-kanji,クイックターン
flip-turn,en,Flip Turn
flip-turn,fr,Eau Revoir
flip-turn,it,Virata
flip-turn,de,Rollwende
flip-turn,es,Viraje
flip-turn,ko,퀵턴
flip-turn,zh-simp,快速折返
flip-turn,zh-trad,快速折返
floaty-fall,jp-kana,ふわふわフォール
floaty-fall,jp-kanji,ふわふわフォール
floaty-fall,en,Floaty Fall
floaty-fall,fr,Pika-Piqué
floaty-fall,it,Piombaflap
floaty-fall,de,Schwebesturz
floaty-fall,es,Pikapicado
floaty-fall,ko,둥실둥실폴
floaty-fall,zh-simp,飘飘坠落
floaty-fall,zh-trad,飄飄墜落
floral-healing,jp-kana,フラワーヒール
floral-healing,jp-kanji,フラワーヒール
floral-healing,en,Floral Healing
floral-healing,fr,Soin Floral
floral-healing,it,Cura Floreale
floral-healing,de,Florakur
floral-healing,es,Cura Floral
floral-healing,ko,플라워힐
floral-healing,zh-simp,花疗
floral-healing,zh-trad,花療
flower-shield,jp-kana,フラワーガード
flower-shield,jp-kanji,フラワーガード
flower-shield,en,Flower Shield
flower-shield,fr,Garde Florale
flower-shield,it,Fiordifesa
flower-shield,de,Floraschutz
flower-shield,es,Defensa Floral
flower-shield,ko,플라워가드
flower-shield,zh-simp,鲜花防守
flower-shield,zh-trad,鮮花防守
flower-trick,jp-kana,トリックフラワー
flower-trick,jp-kanji,トリックフラワー
flower-trick,en,Flower Trick
flower-trick,fr,Magie Florale
flower-trick,it,Prestigiafiore
flower-trick,de,Blumentrick
flower-trick,es,Truco Floral
flower-trick,ko,트릭플라워
flower-trick,zh-simp,千变万花
flower-trick,zh-trad,千變萬花
fly,jp-kana,そらをとぶ
fly,jp-kanji,そらをとぶ
fly,en,Fly
fly,fr,Vol
fly,it,Volo
fly,de,Fliegen
fly,es,Vuelo
fly,ko,공중날기
fly,zh-simp,飞翔
fly,zh-trad,飛翔
flying-press,jp-kana,フライングプレス
flying-press,jp-kanji,フライングプレス
flying-press,en,Flying Press
flying-press,fr,Flying Press
flying-press,it,Schiacciatuffo
flying-press,de,Flying Press
flying-press,es,Plancha Voladora
flying-press,ko,플라잉프레스
flying-press,zh-simp,飞身重压
flying-press,zh-trad,飛身重壓
focus-blast,jp-kana,きあいだま
focus-blast,jp-kanji,きあいだま
focus-blast,en,Focus Blast
focus-blast,fr,Exploforce
focus-blast,it,Focalcolpo
focus-blast,de,Fokusstoß
focus-blast,es,Onda Certera
focus-blast,ko,기합구슬
focus-blast,zh-simp,真气弹
focus-blast,zh-trad,真氣彈
focus-energy,jp-kana,きあいだめ
focus-energy,jp-kanji,きあいだめ
focus-energy,en,Focus Energy
focus-energy,fr,Puissance
focus-energy,it,Focalenergia
focus-energy,de,Energiefokus
focus-energy,es,Foco Energía
focus-energy,ko,기충전
focus-energy,zh-simp,聚气
focus-energy,zh-trad,聚氣
focus-punch,jp-kana,きあいパンチ
focus-punch,jp-kanji,きあいパンチ
focus-punch,en,Focus Punch
focus-punch,fr,Mitra-Poing
focus-punch,it,Centripugno
focus-punch,de,Power-Punch
focus-punch,es,Puño Certero
focus-punch,ko,힘껏펀치
focus-punch,zh-simp,真气拳
focus-punch,zh-trad,真氣拳
follow-me,jp-kana,このゆびとまれ
follow-me,jp-kanji,このゆびとまれ
follow-me,en,Follow Me
follow-me,fr,Par Ici
follow-me,it,Sonoqui
follow-me,de,Spotlight
follow-me,es,Señuelo
follow-me,ko,날따름
follow-me,zh-simp,看我嘛
follow-me,zh-trad,看我嘛
force-palm,jp-kana,はっけい
force-palm,jp-kanji,はっけい
force-palm,en,Force Palm
force-palm,fr,Forte-Paume
force-palm,it,Palmoforza
force-palm,de,Kraftwelle
force-palm,es,Palmeo
force-palm,ko,발경
force-palm,zh-simp,发劲
force-palm,zh-trad,發勁
foresight,jp-kana,みやぶる
foresight,jp-kanji,みやぶる
foresight,en,Foresight
foresight,fr,Clairvoyance
foresight,it,Preveggenza
foresight,de,Scharfblick
foresight,es,Profecía
foresight,ko,꿰뚫어보기
foresight,zh-simp,识破
foresight,zh-trad,識破
forests-curse,jp-kana,もりののろい
forests-curse,jp-kanji,もりののろい
forests-curse,en,Forest’s Curse
forests-curse,fr,Maléfice Sylvain
forests-curse,it,Boscomalocchio
forests-curse,de,Waldesfluch
forests-curse,es,Condena Silvana
forests-curse,ko,숲의저주
forests-curse,zh-simp,森林咒术
forests-curse,zh-trad,森林詛咒
foul-play,jp-kana,イカサマ
foul-play,jp-kanji,イカサマ
foul-play,en,Foul Play
foul-play,fr,Tricherie
foul-play,it,Ripicca
foul-play,de,Schmarotzer
foul-play,es,Juego Sucio
foul-play,ko,속임수
foul-play,zh-simp,移花接木
foul-play,zh-trad,欺詐
freeze-dry,jp-kana,フリーズドライ
freeze-dry,jp-kanji,フリーズドライ
freeze-dry,en,Freeze-Dry
freeze-dry,fr,Lyophilisation
freeze-dry,it,Liofilizzazione
freeze-dry,de,Gefriertrockner
freeze-dry,es,Liofilización
freeze-dry,ko,프리즈드라이
freeze-dry,zh-simp,冷冻干燥
freeze-dry,zh-trad,冷凍乾燥
freeze-shock,jp-kana,フリーズボルト
freeze-shock,jp-kanji,フリーズボルト
freeze-shock,en,Freeze Shock
freeze-shock,fr,Éclair Gelé
freeze-shock,it,Elettrogelo
freeze-shock,de,Frostvolt
freeze-shock,es,Rayo Gélido
freeze-shock,ko,프리즈볼트
freeze-shock,zh-simp,冰冻伏特
freeze-shock,zh-trad,冰凍伏特
freezing-glare,jp-kana,いてつくしせん
freezing-glare,jp-kanji,いてつくしせん
freezing-glare,en,Freezing Glare
freezing-glare,fr,Regard Glaçant
freezing-glare,it,Sguardo Gelido
freezing-glare,de,Eisiger Blick
freezing-glare,es,Mirada Heladora
freezing-glare,ko,얼어붙는시선
freezing-glare,zh-simp,冰冷视线
freezing-glare,zh-trad,冰冷視線
freezy-frost,jp-kana,こちこちフロスト
freezy-frost,jp-kanji,こちこちフロスト
freezy-frost,en,Freezy Frost
freezy-frost,fr,Évo-Congélo
freezy-frost,it,Scricchiagelo
freezy-frost,de,Klirrfrost
freezy-frost,es,Glaceoprisma
freezy-frost,ko,꽁꽁프로스트
freezy-frost,zh-simp,冰冰霜冻
freezy-frost,zh-trad,冰冰霜凍
frenzy-plant,jp-kana,ハードプラント
frenzy-plant,jp-kanji,ハードプラント
frenzy-plant,en,Frenzy Plant
frenzy-plant,fr,Végé-Attaque
frenzy-plant,it,Radicalbero
frenzy-plant,de,Flora-Statue
frenzy-plant,es,Planta Feroz
frenzy-plant,ko,하드플랜트
frenzy-plant,zh-simp,疯狂植物
frenzy-plant,zh-trad,瘋狂植物
frost-breath,jp-kana,こおりのいぶき
frost-breath,jp-kanji,こおりのいぶき
frost-breath,en,Frost Breath
frost-breath,fr,Souffle Glacé
frost-breath,it,Alitogelido
frost-breath,de,Eisesodem
frost-breath,es,Vaho Gélido
frost-breath,ko,얼음숨결
frost-breath,zh-simp,冰息
frost-breath,zh-trad,冰息
frustration,jp-kana,やつあたり
frustration,jp-kanji,やつあたり
frustration,en,Frustration
frustration,fr,Frustration
frustration,it,Frustrazione
frustration,de,Frustration
frustration,es,Frustración
frustration,ko,화풀이
frustration,zh-simp,迁怒
frustration,zh-trad,遷怒
fury-attack,jp-kana,みだれづき
fury-attack,jp-kanji,みだれづき
fury-attack,en,Fury Attack
fury-attack,fr,Furie
fury-attack,it,Furia
fury-attack,de,Furienschlag
fury-attack,es,Ataque Furia
fury-attack,ko,마구찌르기
fury-attack,zh-simp,乱击
fury-attack,zh-trad,亂擊
fury-cutter,jp-kana,れんぞくぎり
fury-cutter,jp-kanji,れんぞくぎり
fury-cutter,en,Fury Cutter
fury-cutter,fr,Taillade
fury-cutter,it,Tagliofuria
fury-cutter,de,Zornklinge
fury-cutter,es,Corte Furia
fury-cutter,ko,연속자르기
fury-cutter,zh-simp,连斩
fury-cutter,zh-trad,連斬
fury-swipes,jp-kana,みだれひっかき
fury-swipes,jp-kanji,みだれひっかき
fury-swipes,en,Fury Swipes
fury-swipes,fr,Combo-Griffe
fury-swipes,it,Sfuriate
fury-swipes,de,Kratzfurie
fury-swipes,es,Golpes Furia
fury-swipes,ko,마구할퀴기
fury-swipes,zh-simp,乱抓
fury-swipes,zh-trad,亂抓
fusion-bolt,jp-kana,クロスサンダー
fusion-bolt,jp-kanji,クロスサンダー
fusion-bolt,en,Fusion Bolt
fusion-bolt,fr,Éclair Croix
fusion-bolt,it,Incrotuono
fusion-bolt,de,Kreuzdonner
fusion-bolt,es,Rayo Fusión
fusion-bolt,ko,크로스썬더
fusion-bolt,zh-simp,交错闪电
fusion-bolt,zh-trad,交錯閃電
fusion-flare,jp-kana,クロスフレイム
fusion-flare,jp-kanji,クロスフレイム
fusion-flare,en,Fusion Flare
fusion-flare,fr,Flamme Croix
fusion-flare,it,Incrofiamma
fusion-flare,de,Kreuzflamme
fusion-flare,es,Llama Fusión
fusion-flare,ko,크로스플레임
fusion-flare,zh-simp,交错火焰
fusion-flare,zh-trad,交錯火焰
future-sight,jp-kana,みらいよち
future-sight,jp-kanji,みらいよち
future-sight,en,Future Sight
future-sight,fr,Prescience
future-sight,it,Divinazione
future-sight,de,Seher
future-sight,es,Premonición
future-sight,ko,미래예지
future-sight,zh-simp,预知未来
future-sight,zh-trad,預知未來
g-max-befuddle,jp-kana,キョダイコワク
g-max-befuddle,jp-kanji,キョダイコワク
g-max-befuddle,en,G-Max Befuddle
g-max-befuddle,fr,Illusion G-Max
g-max-befuddle,it,Gigastupore
g-max-befuddle,de,Giga-Benebelung
g-max-befuddle,es,Gigaestupor
g-max-befuddle,ko,거다이고혹
g-max-befuddle,zh-simp,超极巨蝶影蛊惑
g-max-befuddle,zh-trad,超極巨蝶影蠱惑
g-max-cannonade,jp-kana,キョダイホウゲキ
g-max-cannonade,jp-kanji,キョダイホウゲキ
g-max-cannonade,en,G-Max Cannonade
g-max-cannonade,fr,Canonnade G-Max
g-max-cannonade,it,Gigacannonata
g-max-cannonade,de,Giga-Beschuss
g-max-cannonade,es,Gigacañonazo
g-max-cannonade,ko,거다이포격
g-max-cannonade,zh-simp,超极巨水炮轰灭
g-max-cannonade,zh-trad,超極巨水砲轟滅
g-max-centiferno,jp-kana,キョダイヒャッカ
g-max-centiferno,jp-kanji,キョダイヒャッカ
g-max-centiferno,en,G-Max Centiferno
g-max-centiferno,fr,Combustion G-Max
g-max-centiferno,it,Gigamillefiamme
g-max-centiferno,de,Giga-Feuerkessel
g-max-centiferno,es,Gigacienfuegos
g-max-centiferno,ko,거다이백화
g-max-centiferno,zh-simp,超极巨百火焚野
g-max-centiferno,zh-trad,超極巨百火焚野
g-max-chi-strike,jp-kana,キョダイシンゲキ
g-max-chi-strike,jp-kanji,キョダイシンゲキ
g-max-chi-strike,en,G-Max Chi Strike
g-max-chi-strike,fr,Frappe G-Max
g-max-chi-strike,it,Gigapugnointuito
g-max-chi-strike,de,Giga-Fokusschlag
g-max-chi-strike,es,Gigapuñición
g-max-chi-strike,ko,거다이회심격
g-max-chi-strike,zh-simp,超极巨会心一击
g-max-chi-strike,zh-trad,超極巨會心一擊
g-max-cuddle,jp-kana,キョダイホーヨー
g-max-cuddle,jp-kanji,キョダイホーヨー
g-max-cuddle,en,G-Max Cuddle
g-max-cuddle,fr,Câlin G-Max
g-max-cuddle,it,Gigabbraccio
g-max-cuddle,de,Giga-Gekuschel
g-max-cuddle,es,Gigaternura
g-max-cuddle,ko,거다이포옹
g-max-cuddle,zh-simp,超极巨热情拥抱
g-max-cuddle,zh-trad,超極巨熱情擁抱
g-max-depletion,jp-kana,キョダイゲンスイ
g-max-depletion,jp-kanji,キョダイゲンスイ
g-max-depletion,en,G-Max Depletion
g-max-depletion,fr,Usure G-Max
g-max-depletion,it,Gigalogoramento
g-max-depletion,de,Giga-Dämpfer
g-max-depletion,es,Gigadesgaste
g-max-depletion,ko,거다이감쇠
g-max-depletion,zh-simp,超极巨劣化衰变
g-max-depletion,zh-trad,超極巨劣化衰變
g-max-drum-solo,jp-kana,キョダイコランダ
g-max-drum-solo,jp-kanji,キョダイコランダ
g-max-drum-solo,en,G-Max Drum Solo
g-max-drum-solo,fr,Percussion G-Max
g-max-drum-solo,it,Gigarullio
g-max-drum-solo,de,Giga-Getrommel
g-max-drum-solo,es,Gigarredoble
g-max-drum-solo,ko,거다이난타
g-max-drum-solo,zh-simp,超极巨狂擂乱打
g-max-drum-solo,zh-trad,超極巨狂擂亂打
g-max-finale,jp-kana,キョダイダンエン
g-max-finale,jp-kanji,キョダイダンエン
g-max-finale,en,G-Max Finale
g-max-finale,fr,Cure G-Max
g-max-finale,it,Gigagranfinale
g-max-finale,de,Giga-Lichtblick
g-max-finale,es,Gigacolofón
g-max-finale,ko,거다이단원
g-max-finale,zh-simp,超极巨幸福圆满
g-max-finale,zh-trad,超極巨幸福圓滿
g-max-fireball,jp-kana,キョダイカキュウ
g-max-fireball,jp-kanji,キョダイカキュウ
g-max-fireball,en,G-Max Fireball
g-max-fireball,fr,Pyroball G-Max
g-max-fireball,it,Gigafiammopalla
g-max-fireball,de,Giga-Brandball
g-max-fireball,es,Gigaesfera Ígnea
g-max-fireball,ko,거다이화염구
g-max-fireball,zh-simp,超极巨破阵火球
g-max-fireball,zh-trad,超極巨破陣火球
g-max-foam-burst,jp-kana,キョダイホウマツ
g-max-foam-burst,jp-kanji,キョダイホウマツ
g-max-foam-burst,en,G-Max Foam Burst
g-max-foam-burst,fr,Bulles G-Max
g-max-foam-burst,it,Gigaschiuma
g-max-foam-burst,de,Giga-Schaumbad
g-max-foam-burst,es,Gigaespuma
g-max-foam-burst,ko,거다이포말
g-max-foam-burst,zh-simp,超极巨激漩泡涡
g-max-foam-burst,zh-trad,超極巨激漩泡渦
g-max-gold-rush,jp-kana,キョダイコバン
g-max-gold-rush,jp-kanji,キョダイコバン
g-max-gold-rush,en,G-Max Gold Rush
g-max-gold-rush,fr,Pactole G-Max
g-max-gold-rush,it,Gigamonete
g-max-gold-rush,de,Giga-Münzregen
g-max-gold-rush,es,Gigamonedas
g-max-gold-rush,ko,거다이금화
g-max-gold-rush,zh-simp,超极巨特大金币
g-max-gold-rush,zh-trad,超極巨特大金幣
g-max-gravitas,jp-kana,キョダイテンドウ
g-max-gravitas,jp-kanji,キョダイテンドウ
g-max-gravitas,en,G-Max Gravitas
g-max-gravitas,fr,Ondes G-Max
g-max-gravitas,it,Gigagravitoforza
g-max-gravitas,de,Giga-Astrowellen
g-max-gravitas,es,Gigabóveda
g-max-gravitas,ko,거다이천도
g-max-gravitas,zh-simp,超极巨天道七星
g-max-gravitas,zh-trad,超極巨天道七星
g-max-hydrosnipe,jp-kana,キョダイソゲキ
g-max-hydrosnipe,jp-kanji,キョダイソゲキ
g-max-hydrosnipe,en,G-Max Hydrosnipe
g-max-hydrosnipe,fr,Gâchette G-Max
g-max-hydrosnipe,it,Gigasparomirato
g-max-hydrosnipe,de,Giga-Schütze
g-max-hydrosnipe,es,Gigadisparo
g-max-hydrosnipe,ko,거다이저격
g-max-hydrosnipe,zh-simp,超极巨狙击神射
g-max-hydrosnipe,zh-trad,超極巨狙擊神射
g-max-malodor,jp-kana,キョダイシュウキ
g-max-malodor,jp-kanji,キョダイシュウキ
g-max-malodor,en,G-Max Malodor
g-max-malodor,fr,Pestilence G-Max
g-max-malodor,it,Gigafetore
g-max-malodor,de,Giga-Gestank
g-max-malodor,es,Gigapestilencia
g-max-malodor,ko,거다이악취
g-max-malodor,zh-simp,超极巨臭气冲天
g-max-malodor,zh-trad,超極巨臭氣沖天
g-max-meltdown,jp-kana,キョダイユウゲキ
g-max-meltdown,jp-kanji,キョダイユウゲキ
g-max-meltdown,en,G-Max Meltdown
g-max-meltdown,fr,Fonte G-Max
g-max-meltdown,it,Gigaliquefazione
g-max-meltdown,de,Giga-Schmelze
g-max-meltdown,es,Gigafundido
g-max-meltdown,ko,거다이융격
g-max-meltdown,zh-simp,超极巨液金熔击
g-max-meltdown,zh-trad,超極巨液金熔擊
